  ,Paired Raw R1 Read Count,Trimmed R1 Read Count,Trimmed % R1 Read Count,hg38 aligned Count,hg38 aligned %
SRR1416434,35784023,33354674,93.21,65955102,98.86
SRR1416477,33554895,31559024,94.05,62301003,98.70
SRR1416754,46390830,43185590,93.09,85401184,98.87
SRR1416889,33538428,30308899,90.37,60037173,99.04
SRR1416999,43499032,39736156,91.34,78377951,98.62
SRR1417047,44479267,39198138,88.12,77631768,99.02
SRR1417070,42424767,39115857,92.20,77027141,98.46
SRR1417111,38998925,35665780,91.45,70580388,98.94
SRR1417202,43234205,34144265,78.97,67369516,98.65
SRR1417505,40957303,36764812,89.76,72811614,99.02
SRR1417827,45149477,41504350,91.92,82085411,98.88
SRR1417912,55132262,49445193,89.68,97921177,99.01
SRR1417981,45026434,39850404,88.50,78398772,98.36
SRR1418127,44620660,41879369,93.85,82845093,98.90
SRR1418283,47507091,43623881,91.82,86312258,98.92
SRR1418604,41878704,37762232,90.17,74890520,99.16
SRR1418818,39347275,36748161,93.39,72745047,98.97
SRR1418837,37136109,34007945,91.57,67288171,98.93
SRR1418923,45006951,37529864,83.38,73767610,98.27
SRR1418992,53178400,43898983,82.55,86768503,98.82
SRR1419148,41293150,39559886,95.80,78336392,99.00
SRR1419187,30213149,27640776,91.48,54654374,98.86
SRR1419675,51700073,48016671,92.87,94314651,98.21
SRR1419714,58058980,54834482,94.44,108009380,98.48
SRR1419893,46024855,42058084,91.38,80529806,95.73
SRR1420215,60716331,58132534,95.74,114938731,98.85
SRR1420493,48067013,43850307,91.22,86839403,99.01
SRR1420625,49447530,44904665,90.81,88811615,98.88
SRR1420891,43531149,38688977,88.87,76140921,98.40
SRR1420984,54205602,49670908,91.63,98021674,98.67
SRR1421093,41727953,36811464,88.21,72202167,98.07
SRR1421140,45909655,41830948,91.11,82416358,98.51
SRR1421177,33302563,30141073,90.50,59559923,98.80
SRR1421198,39699164,37291362,93.93,73214360,98.16
SRR1421305,33179858,30599116,92.22,60230943,98.41
SRR1421351,38008997,34150196,89.84,67501035,98.82
SRR1421375,44475520,39130073,87.98,77331797,98.81
SRR1429162,39015991,34933334,89.53,69168958,99.00
SRR1429244,55846243,52049222,93.20,102321532,98.29
SRR1429307,50050710,45821701,91.55,90077238,98.29
SRR1429329,41653171,38857019,93.28,76836543,98.87
SRR1429641,48056671,44002051,91.56,87201187,99.08
SRR1429725,39254523,34141924,86.97,67362143,98.65
SRR1429891,61406625,58647121,95.50,115600561,98.55
SRR1429935,71652583,67417834,94.08,132086649,97.96
SRR1429957,70172611,66234016,94.38,130673991,98.64
SRR1430248,30330852,27990881,92.28,54942056,98.14
SRR1430288,35716463,31644378,88.59,62530959,98.80
SRR1430570,32714074,30760488,94.02,60686365,98.64
SRR1430817,41489600,34105281,82.20,67002869,98.22
SRR1430884,37767196,34274587,90.75,67556723,98.55
SRR1430972,34675898,31651813,91.27,62529771,98.77
SRR1431183,38083042,30313710,79.59,59756289,98.56
SRR1431229,42120664,37822875,89.79,75060032,99.22
SRR1431307,40317368,36917622,91.56,73021104,98.89
SRR1431345,56380369,53942957,95.67,106779240,98.97
SRR1431366,38570901,35110823,91.02,69217124,98.56
SRR1431717,43223612,41283115,95.51,81670887,98.91
SRR1432067,46791992,44669433,95.46,88444778,98.99
SRR1432123,61186596,57749441,94.38,113613589,98.36
SRR1432275,45266148,39654440,87.60,78409212,98.86
SRR1432321,42003056,32824356,78.14,64527621,98.29
SRR1432343,71107250,62147725,87.39,122732164,98.74
SRR1432765,34514821,29174471,84.52,57907568,99.24
SRR1432823,53632338,51361150,95.76,101701075,99.00
SRR1433088,34462237,32671474,94.80,64737537,99.07
SRR1433431,52283837,50161343,95.94,99267337,98.94
SRR1433600,73248240,69814566,95.31,137983268,98.82
SRR1433644,46792430,43299704,92.53,84886783,98.02
SRR1433750,34687615,31690355,91.35,62442145,98.51
SRR1433796,39476051,34534220,87.48,67900487,98.30
SRR1433971,36997642,34974673,94.53,69160355,98.87
SRR1434138,45121665,38006314,84.23,74743525,98.33
SRR1434250,62333688,54105068,86.79,106640633,98.54
SRR1434271,34603384,32729553,94.58,64493075,98.52
SRR1434484,44746758,37540765,83.89,74405150,99.09
SRR1434526,38682757,35494941,91.75,70286339,99.00
SRR1434782,55921081,53431682,95.54,105316300,98.55
SRR1434803,39700693,36981081,93.14,72708721,98.30
SRR1434867,40653985,35358753,86.97,69603629,98.42
SRR1434934,48692229,46662311,95.83,92145984,98.73
SRR1435020,52971274,47841247,90.31,94769912,99.04
SRR1435293,51142650,47108056,92.11,92973565,98.68
SRR1435484,34407243,31490995,91.52,61952556,98.36
SRR1435536,39809546,35546387,89.29,70244287,98.80
SRR1435753,40385392,36442774,90.23,72211987,99.07
SRR1435775,35607143,32750750,91.97,64624279,98.66
SRR1435884,77401524,71879113,92.86,141570901,98.47
SRR1435901,48602917,44600572,91.76,88254859,98.93
SRR1436106,141592301,132363717,93.48,260495797,98.40
SRR1436394,35104517,32052603,91.30,63221469,98.62
SRR1436444,42216209,38057253,90.14,75222038,98.82
SRR1436966,47313490,43727291,92.42,86460676,98.86
SRR1437306,49431776,45627637,92.30,90058523,98.68
SRR1437538,37962530,34527386,90.95,67915942,98.35
SRR1437555,50633963,48738460,96.25,96484345,98.98
SRR1439674,47191231,41239478,87.38,81306341,98.57
SRR1439807,85163278,77485392,90.98,152396746,98.33
SRR1439850,47318136,41575925,87.86,81815361,98.39
SRR1439873,61078817,58359114,95.54,115430503,98.89
SRR1440013,35879535,30460092,84.89,59768244,98.10
SRR1440058,44666964,39870603,89.26,78778398,98.79
SRR1440082,39566116,36331239,91.82,71976800,99.05
SRR1440119,43560437,41028291,94.18,80857696,98.53
SRR1440246,32704796,29577678,90.43,57108369,96.53
SRR1440308,44379535,35569995,80.14,70323420,98.85
SRR1440356,38673120,36932258,95.49,73081286,98.93
SRR1440517,42704941,38426284,89.98,76043508,98.94
SRR1440699,37832062,29695635,78.49,58522558,98.53
SRR1440763,35143680,32970272,93.81,64118394,97.23
SRR1440876,55657383,52515162,94.35,103530188,98.57
SRR1440962,53334586,43706144,81.94,86119182,98.52
SRR1440986,59359862,54184168,91.28,107231329,98.95
SRR1441118,56396180,53661654,95.15,105481299,98.28
SRR1441141,37893596,35525913,93.75,69933615,98.42
SRR1441200,36694839,33554069,91.44,66145684,98.56
SRR1441224,66177265,63306912,95.66,124601516,98.41
SRR1441546,35272967,31485631,89.26,62331900,98.98
SRR1441701,45735633,40748317,89.09,80764357,99.10
SRR1442022,36197288,33825723,93.44,66637335,98.50
SRR1442195,31798708,29942347,94.16,59145237,98.76
SRR1442356,28334626,26294859,92.80,51733344,98.37
SRR1442571,30534006,28488438,93.30,56018301,98.31
SRR1442666,38454034,34714253,90.27,68651189,98.88
SRR1442885,49792899,46125282,92.63,91061327,98.71
SRR1443201,36089353,32144430,89.06,63430854,98.66
SRR1443612,33693477,31476710,93.42,61983929,98.45
SRR1443713,236594898,221568903,93.64,436112708,98.41
SRR1443824,37221675,32401786,87.05,63796901,98.44
SRR1443895,41453238,39747977,95.88,78756593,99.06
SRR1443955,44309991,35470017,80.04,69942987,98.59
SRR1443979,59538767,52945358,88.92,104229073,98.43
SRR1444102,37581294,35872914,95.45,70811084,98.69
SRR1444460,42344670,39875892,94.16,78770178,98.76
SRR1444479,46517681,36485502,78.43,71877212,98.50
SRR1444559,47761406,44882179,93.97,88745090,98.86
SRR1444580,43830930,40668629,92.78,80240710,98.65
SRR1444622,33629684,30547232,90.83,60320305,98.73
SRR1444678,37949704,33525311,88.34,66314329,98.90
SRR1444876,34077802,30994949,90.95,60972457,98.35
SRR1444932,66751102,63140633,94.59,124401828,98.51
SRR1445149,55678163,48589650,87.26,96065912,98.85
SRR1445238,32480643,29701322,91.44,58824394,99.02
SRR1445328,40889550,37928979,92.75,74664162,98.42
SRR1445347,43609658,40299764,92.41,79470617,98.59
SRR1445408,47696975,45461481,95.31,90003609,98.98
SRR1445514,39669011,37853881,95.42,74942797,98.98
SRR1445532,44828506,42800918,95.47,84621437,98.85
SRR1445895,40961587,38443795,93.85,61185386,79.57
SRR1446071,37455235,34095925,91.03,66937727,98.16
SRR1446092,49835936,46883733,94.07,91788375,97.88
SRR1446287,30666985,27612084,90.03,54568109,98.81
SRR1446762,41822709,35494072,84.86,70143424,98.81
SRR1446828,64222335,58915541,91.73,115933816,98.38
SRR1446892,42825462,39958700,93.30,78991173,98.84
SRR1446937,42318543,38838263,91.77,76534073,98.52
SRR1447259,44010715,34595853,78.60,68049972,98.34
SRR1447393,41948713,37309297,88.94,73750373,98.83
SRR1447693,37933556,34805058,91.75,68748775,98.76
SRR1447986,73267647,69223689,94.48,135881164,98.14
SRR1448162,32498330,30326431,93.31,59672377,98.38
SRR1448226,39092704,36426306,93.17,72135957,99.01
SRR1451897,42968990,38682165,90.02,76115263,98.38
SRR1451964,52369776,48512312,92.63,96026853,98.97
SRR1452056,35605281,31407301,88.20,62003567,98.70
SRR1452292,35972298,30496933,84.77,60430682,99.07
SRR1452379,27561204,25818241,93.67,51089524,98.94
SRR1452447,31889395,29766378,93.34,58314327,97.95
SRR1453145,44312738,42485791,95.87,84039996,98.90
SRR1453214,45786629,39960970,87.27,78848765,98.65
SRR1453341,35859376,33447707,93.27,65835224,98.41
SRR1453569,39431477,36652933,92.95,72315946,98.64
SRR1453702,46170517,38800213,84.03,76308490,98.33
SRR1453851,57616337,45861409,79.59,90661936,98.84
SRR1453932,56750082,52446839,92.41,103572617,98.74
SRR1454803,39254571,37458884,95.42,74168656,99.00
SRR1454950,36629380,32876833,89.75,64967862,98.80
SRR1455060,66512859,62267017,93.61,121988792,97.95
SRR1455171,55302302,50902319,92.04,100597193,98.81
SRR1455305,34715364,32684075,94.14,64579127,98.79
SRR1455369,33223391,30844303,92.83,60709393,98.41
SRR1455677,48194062,45966044,95.37,90767904,98.73
SRR1455698,49212526,39847619,80.97,78847421,98.93
SRR1455925,59500493,57062643,95.90,112861721,98.89
SRR1456294,29329437,27457870,93.61,54300726,98.88
SRR1456333,35350308,33022933,93.41,65035246,98.46
SRR1456514,52901923,49087588,92.78,96390905,98.18
SRR1456531,48627877,45042183,92.62,88407543,98.13
SRR1456841,38410920,36031069,93.80,70676973,98.07
SRR1456903,40045414,37476171,93.58,73546605,98.12
SRR1456950,45468374,40504879,89.08,80201203,99.00
SRR1457221,61319496,55894897,91.15,110350661,98.71
SRR1457418,43949726,41063153,93.43,80898838,98.50
SRR1457482,38917655,36358253,93.42,71607582,98.47
SRR1457503,43553489,39116825,89.81,77407099,98.94
SRR1457551,42714964,37518372,87.83,74018178,98.64
SRR1457597,38003774,34471560,90.70,68273236,99.02
SRR1458044,35209431,32580494,92.53,64192811,98.51
SRR1458134,50598545,45109700,89.15,89389003,99.07
SRR1458180,56718611,48239778,85.05,95481671,98.96
SRR1458422,44289713,41442103,93.57,81552892,98.39
SRR1458595,44341813,39616084,89.34,78396482,98.94
SRR1458810,54134637,45992848,84.96,91247009,99.19
SRR1459033,38779107,34289863,88.42,67488216,98.40
SRR1459211,46402616,44364341,95.60,87699301,98.83
SRR1459423,59024085,54123443,91.69,104774238,96.79
SRR1459441,50717996,43742418,86.24,86641390,99.03
SRR1459585,54679640,46652298,85.31,92250601,98.87
SRR1459655,38013762,34366246,90.40,68062027,99.02
SRR1459718,32234326,29099480,90.27,57460615,98.73
SRR1459804,33072045,30940974,93.55,61148467,98.81
SRR1460170,54725804,50962187,93.12,100125857,98.23
SRR1464305,46445074,36719713,79.06,72102490,98.17
SRR1464327,41256529,37469928,90.82,74038475,98.79
SRR1464373,44145087,39481802,89.43,78155522,98.97
SRR1464411,57789205,55312225,95.71,109537946,99.01
SRR1464451,44525362,36681519,82.38,72387072,98.66
SRR1465114,57695871,53766053,93.18,106139210,98.70
SRR1465132,40365179,37072594,91.84,73137799,98.64
SRR1465337,48799092,44964615,92.14,88410809,98.31
SRR1465356,46288606,42196153,91.15,83400628,98.82
SRR1465632,39327857,34444682,87.58,68093884,98.84
SRR1465917,51329839,49046679,95.55,96913069,98.79
SRR1466069,41516464,37710896,90.83,74565269,98.86
SRR1466357,32594393,29499628,90.50,58054553,98.39
SRR1466641,30569048,28627559,93.64,56542978,98.75
SRR1466833,58848052,54430710,92.49,106829150,98.13
SRR1466850,35783287,33504208,93.63,65898774,98.34
SRR1466871,45846008,43827996,95.59,86512226,98.69
SRR1466975,44394045,42344890,95.38,83761327,98.90
SRR1466993,45706433,42050886,92.00,83216971,98.94
SRR1467011,52013832,48210675,92.68,95447472,98.98
SRR1467212,56125548,53687175,95.65,106348732,99.04
SRR1467255,46090349,40723775,88.35,80125764,98.37
SRR1467294,55117231,51447839,93.34,100565684,97.73
SRR1467364,34920956,32357873,92.66,63925755,98.77
SRR1467455,38389970,35772878,93.18,70466223,98.49
SRR1467590,41187268,38179701,92.69,75606874,99.01
SRR1467813,56453337,45518552,80.63,89186933,97.96
SRR1467882,47004496,42761561,90.97,84403997,98.69
SRR1468141,41681868,36386850,87.29,71991513,98.92
SRR1468381,34263566,31859946,92.98,62695735,98.39
SRR1468403,57602123,50235848,87.21,99112682,98.64
SRR1468514,59553052,55203585,92.69,108849435,98.58
SRR1468574,36127469,32474752,89.88,64282151,98.97
SRR1468955,42294570,38569600,91.19,76323388,98.94
SRR1468974,37011862,33344166,90.09,65936236,98.87
SRR1469495,48281086,38158012,79.03,75320128,98.69
SRR1469904,39095037,35539439,90.90,70320513,98.93
SRR1470035,62819633,58425558,93.00,114177436,97.71
SRR1470111,46331813,44459162,95.95,88035068,99.00
SRR1470175,55073929,50951158,92.51,100406352,98.53
SRR1470212,45785631,43487225,94.98,85919625,98.78
SRR1470397,44104030,39276923,89.05,77527522,98.69
SRR1470703,62275505,57940460,93.03,114819827,99.08
SRR1470902,33224769,31178601,93.84,61338611,98.36
SRR1471350,45803754,41175166,89.89,81490188,98.95
SRR1471374,55584015,51677314,92.97,101304285,98.01
SRR1471417,41520605,38685714,93.17,76093304,98.34
SRR1471435,36212103,33947648,93.74,66909339,98.54
SRR1471773,33823351,30798267,91.05,60927587,98.91
SRR1471817,30933390,28671400,92.68,56466986,98.47
SRR1471903,39861859,36436384,91.40,71951984,98.73
SRR1471922,43616986,38616981,88.53,76361267,98.87
SRR1471943,44888161,41053535,91.45,81287507,99.00
SRR1472079,45183232,40364887,89.33,79812252,98.86
SRR1472150,57388469,54972743,95.79,108783203,98.94
SRR1472193,46735167,42669765,91.30,84040462,98.47
SRR1472301,41910796,37829041,90.26,74814367,98.88
SRR1472323,46536730,42456010,91.23,83907061,98.81
SRR1472394,40523763,38175373,94.20,75361779,98.70
SRR1472621,29820549,27849791,93.39,54910427,98.58
SRR1472663,52437949,46915108,89.46,92921880,99.03
SRR1472770,50373167,45112822,89.55,89331273,99.00
SRR1473185,41558809,38728268,93.18,75798196,97.85
SRR1473422,52972524,50656881,95.62,100241943,98.94
SRR1473590,52755730,49720014,94.24,98442678,98.99
SRR1473654,30286446,28274065,93.35,55876983,98.81
SRR1473733,37981811,34229366,90.12,67664199,98.83
SRR1473822,43758010,35387773,80.87,70050906,98.97
SRR1473936,66645153,63747165,95.65,125906875,98.75
SRR1473979,35533796,33341487,93.83,65613217,98.39
SRR1474065,54666587,49212817,90.02,97507335,99.06
SRR1474137,55644802,52133058,93.68,102289715,98.10
SRR1474333,45295879,42569148,93.98,84057582,98.73
SRR1474466,47641221,44125318,92.62,87187427,98.79
SRR1474509,46156870,41757165,90.46,82671613,98.99
SRR1474553,31663948,29624091,93.55,58514372,98.76
SRR1474684,52650347,47013652,89.29,93090193,99.00
SRR1474754,32195960,29136164,90.49,57357260,98.42
SRR1474777,56624353,52447734,92.62,103363338,98.53
SRR1474795,29537544,26840371,90.86,52913560,98.57
SRR1474886,43941504,35414246,80.59,69704330,98.41
SRR1474951,55206810,47934420,86.82,94748203,98.83
SRR1475022,34774388,31746893,91.29,62786850,98.88
SRR1475168,46290278,41471523,89.59,82195404,99.09
SRR1475257,40856715,36554181,89.46,72368007,98.98
SRR1475386,45106107,40836713,90.53,80865875,99.01
SRR1475609,44960298,41711521,92.77,82030214,98.33
SRR1475675,45708616,35310869,77.25,69622957,98.58
SRR1475737,47257539,42809854,90.58,84405720,98.58
SRR1475803,28909210,26887863,93.00,52899702,98.37
SRR1475909,59324613,56880678,95.88,112573031,98.95
SRR1475969,60330959,56014152,92.84,111031480,99.11
SRR1476186,33389370,30107891,90.17,59574432,98.93
SRR1476279,39452656,34528677,87.51,68095097,98.60
SRR1476407,36556694,33383026,91.31,66040962,98.91
SRR1476571,57609895,45550164,79.06,89093882,97.79
SRR1476614,49002963,41696450,85.08,82707322,99.17
SRR1476632,29816192,27880885,93.50,54899848,98.45
SRR1476676,55180457,52703325,95.51,104175188,98.83
SRR1477080,46417364,41932268,90.33,83031355,99.00
SRR1477104,33576583,29757690,88.62,58609535,98.47
SRR1477197,35861167,32266413,89.97,63818117,98.89
SRR1477385,28271387,26486262,93.68,52192485,98.52
SRR1477615,51837675,46480892,89.66,92196479,99.17
SRR1477634,41501240,38256131,92.18,75739697,98.99
SRR1477773,47548110,43315098,91.09,85375847,98.55
SRR1477971,38880125,36602699,94.14,71875608,98.18
SRR1478032,45796374,43571592,95.14,85694653,98.33
SRR1478077,42062746,37704344,89.63,73903395,98.00
SRR1478096,58796606,54587282,92.84,107335851,98.31
SRR1478294,59889214,56975691,95.13,111682197,98.00
SRR1478768,46568962,40210860,86.34,79478785,98.82
SRR1478946,62492717,59100977,94.57,116704456,98.73
SRR1479239,51644142,47189866,91.37,92731400,98.25
SRR1479510,32750324,29423894,89.84,57985111,98.53
SRR1479681,40883663,38973930,95.32,77086555,98.89
SRR1479759,34638254,32457769,93.70,64311480,99.06
SRR1479779,57367352,54794159,95.51,108309784,98.83
SRR1479802,44073428,38408953,87.14,74102564,96.46
SRR1479912,57316019,54577413,95.22,107069024,98.08
SRR1480059,53031090,48144594,90.78,94934121,98.59
SRR1480307,34361257,26684686,77.65,52505661,98.38
SRR1480365,39166274,36418277,92.98,72061116,98.93
SRR1480479,39773179,36115604,90.80,71363932,98.79
SRR1480652,60226954,57439658,95.37,113543906,98.83
SRR1480875,64588487,60316408,93.38,118166297,97.95
SRR1480988,43374454,37616276,86.72,74471110,98.98
SRR1481216,56296350,52970798,94.09,104254548,98.40
SRR1481462,48297398,39256562,81.28,77239834,98.37
SRR1485167,29446428,25813972,87.66,50827192,98.44
SRR1485290,38288732,33083806,86.40,65232156,98.58
SRR1485333,41289362,37029228,89.68,73270474,98.93
SRR1485459,55414884,47947282,86.52,94588365,98.63
SRR1485542,36560687,34294757,93.80,67601480,98.55
SRR1485652,51830285,47002345,90.68,92822760,98.74
SRR1485789,44958456,39275476,87.35,77204655,98.28
SRR1485892,68133462,63952836,93.86,126451640,98.86
SRR1485954,42153681,38299303,90.85,75483923,98.54
SRR1486097,35593668,33389827,93.80,65907578,98.69
SRR1486304,53022690,49149563,92.69,96895351,98.57
SRR1486475,53553097,51270827,95.73,101571593,99.05
SRR1486496,48430156,43386539,89.58,85852052,98.93
SRR1486560,46075348,41486536,90.04,82015191,98.84
SRR1486608,40955844,39061048,95.37,77327271,98.98
SRR1486626,38412240,35979197,93.66,71103830,98.81
SRR1486741,38468171,36119727,93.89,70902114,98.14
SRR1486863,58856333,53822533,91.44,106459693,98.89
SRR1487107,57863224,55418917,95.77,109564755,98.85
SRR1487194,55270645,52944782,95.79,104850638,99.01
SRR1487295,50605950,45789195,90.48,90477453,98.79
SRR1487321,33372479,31169276,93.39,61678031,98.94
SRR1487362,39017077,36519752,93.59,71607448,98.03
SRR1487685,36007055,33267000,92.39,65760974,98.83
SRR1487825,40585872,36872854,90.85,73045765,99.05
SRR1488172,36668772,32614831,88.94,64482501,98.85
SRR1488285,70126353,66440027,94.74,131127454,98.68
SRR1488349,42833746,40871280,95.41,81001617,99.09
SRR1488367,36737506,33331244,90.72,65889550,98.84
SRR1488538,47570174,42492421,89.32,84098522,98.95
SRR1488562,40985322,33443398,81.59,66101501,98.82
SRR1488651,38798342,34575058,89.11,68466809,99.01
SRR1488672,37101478,29972113,80.78,59072316,98.54
SRR1488715,36970383,33771574,91.34,66818569,98.92
SRR1488751,52569078,48061931,91.42,94627394,98.44
SRR1488836,58312507,54773950,93.93,107290309,97.93
SRR1489054,48060528,45979535,95.67,90701438,98.63
SRR1489137,46345896,39555166,85.34,78323885,99.00
SRR1489155,57440718,54072471,94.13,106502490,98.48
SRR1489177,74999126,70775630,94.36,139407429,98.48
SRR1489502,39777616,35866846,90.16,70869567,98.79
SRR1489779,53426676,48839142,91.41,96281220,98.56
SRR1489821,42098255,40163666,95.40,79318033,98.74
SRR1489971,41915754,37869693,90.34,74952277,98.96
SRR1490019,43234832,40536029,93.75,80020799,98.70
SRR1490382,56937088,53593587,94.12,104997537,97.95
SRR1490465,35910682,32501802,90.50,64284537,98.89
SRR1490524,36110731,33570836,92.96,66298509,98.74
SRR1490568,43266130,39114496,90.40,77164543,98.63
SRR1490613,59125891,55660079,94.13,109455302,98.32
SRR1491293,49291068,46999658,95.35,93199717,99.14
SRR1491311,37219630,33977933,91.29,67235815,98.94
SRR1498272,58357986,55712451,95.46,110098204,98.80
SRR1498482,46045655,39078149,84.86,77053094,98.58
SRR1498550,50210832,47677329,94.95,94033174,98.61
SRR1498616,42047990,37913720,90.16,75075347,99.00
SRR1498640,33180273,29725129,89.58,58707263,98.75
SRR1498702,61164982,50033166,81.80,98628514,98.56
SRR1498861,39751931,35557290,89.44,70350847,98.92
SRR1499193,37991955,34383849,90.50,68056231,98.96
SRR1499442,42529070,39243854,92.27,76962665,98.05
SRR1499630,41793875,38170998,91.33,75624011,99.05
SRR1499785,39216137,36895009,94.08,72583408,98.36
SRR1499823,70542935,64110198,90.88,126709713,98.82
SRR1499982,54028483,48731416,90.19,95280017,97.76
SRR1500405,39778858,34362054,86.38,67713434,98.52
SRR1500428,58644333,56116770,95.69,111073349,98.96
SRR1500537,43209097,39855094,92.23,78152226,98.04
SRR1500617,40701465,37427090,91.95,74141811,99.04
SRR1500639,38809081,35338747,91.05,69960935,98.98
SRR1500753,52595962,50474768,95.96,99864238,98.92
SRR1500800,38303239,34605179,90.34,68114461,98.41
SRR1500868,35358996,30999348,87.67,61217788,98.74
SRR1500998,44931452,41032017,91.32,81000758,98.70
SRR2157460,97524040,87957487,90.19,174027094,98.92
SRR2166176,97141504,87015065,89.57,171334859,98.45
SRR2166648,95493380,86383313,90.46,170761183,98.83
SRR2167030,103649114,93267521,89.98,184485423,98.90
SRR2167642,89242855,79941243,89.57,157550517,98.54
SRR2170408,97809650,87810014,89.77,173783085,98.95
SRR5125346,54904014,46379777,84.47,91781907,98.94
SRR5125347,54904014,46379777,84.47,91781907,98.94
SRR5125349,63175112,53441856,84.59,105831655,99.01
SRR5125350,63175112,53441856,84.59,105831655,99.01
SRR5125352,61760665,52363451,84.78,103670582,98.99
SRR5125353,61760665,52363451,84.78,103670582,98.99
SRR5125356,61699408,51761267,83.89,102305593,98.82
SRR5125357,61699408,51761267,83.89,102305593,98.82
SRR5125358,61300878,51868322,84.61,102564560,98.87
SRR5125359,61300878,51868322,84.61,102564560,98.87
SRR5125361,60790768,50842427,83.63,100658540,98.99
SRR5125362,60790768,50842427,83.63,100658540,98.99
SRR5125364,59147414,49918068,84.39,98899921,99.06
SRR5125365,59147414,49918068,84.39,98899921,99.06
SRR5125370,71051028,60051070,84.51,118922783,99.01
SRR5125371,71051028,60051070,84.51,118922783,99.01
SRR5125373,66332332,55900813,84.27,110173051,98.54
SRR5125374,66332332,55900813,84.27,110173051,98.54
SRR5125409,65784689,55707794,84.68,109843267,98.58
SRR5125410,65784689,55707794,84.68,109843267,98.58
SRR5125532,61421961,51759892,84.26,102312263,98.83
SRR5125533,61421961,51759892,84.26,102312263,98.83
SRR5125535,67923722,57360750,84.44,113664070,99.07
SRR5125536,67923722,57360750,84.44,113664070,99.07
SRR5125541,51970127,43500043,83.70,85217070,97.95
SRR5125542,51970127,43500043,83.70,85217070,97.95
SRR5125562,63447075,53488520,84.30,103749782,96.98
SRR5125563,63447075,53488520,84.30,103749782,96.98
SRR5125565,61012762,51767419,84.84,101895660,98.41
SRR5125566,61012762,51767419,84.84,101895660,98.41
SRR5125574,54429793,45423661,83.45,85311284,93.90
SRR5125575,54429793,45423661,83.45,85311284,93.90
SRR5125577,59285683,49169252,82.93,78572940,79.90
SRR5125578,59285683,49169252,82.93,78572940,79.90
SRR595926,61783980,52594252,85.12,103039181,97.95
SRR597927,53645586,47127409,87.84,92771133,98.42
SRR597977,58796673,33703427,57.32,61326869,90.98
SRR598009,63507285,46854151,73.77,89071834,95.05
SRR598124,55608656,39845873,71.65,76480779,95.97
SRR598196,51456351,45301173,88.03,89387204,98.65
SRR598253,66624119,53976301,81.01,105787906,97.99
SRR598276,46537556,30387543,65.29,58193873,95.75
SRR598332,58010435,45679800,78.74,88237145,96.58
SRR598396,46190844,30196890,65.37,58285624,96.50
SRR598428,65146587,55073840,84.53,108078741,98.12
SRR598533,68310028,56851596,83.22,111658391,98.20
SRR598638,52820471,42433019,80.33,83199397,98.03
SRR598671,45163430,34943575,77.37,67293634,96.28
SRR598768,47413249,41819384,88.20,82593441,98.75
SRR598862,55781264,39438859,70.70,75636880,95.89
SRR599192,85037542,57338371,67.42,106699016,93.04
SRR599225,52911614,47983842,90.68,94532891,98.50
SRR599448,46673323,31204507,66.85,58519755,93.76
SRR599486,38401715,28788744,74.96,54981725,95.49
SRR600348,51876180,45965049,88.60,90724561,98.68
SRR600361,44704825,39038601,87.32,76317723,97.74
SRR600385,63774672,50777905,79.62,99864186,98.33
SRR600445,57250450,46074283,80.47,90090998,97.76
SRR600533,76916484,45575128,59.25,85167669,93.43
SRR600560,55141646,47355937,85.88,92892675,98.07
SRR600608,59548920,52148756,87.57,102993744,98.74
SRR600724,104532840,37857001,36.21,57197147,75.54
SRR600754,43414514,35412435,81.56,69667149,98.36
SRR600876,51648548,31931724,61.82,61455484,96.22
SRR600957,55844316,48563903,86.96,95374578,98.19
SRR601006,57202230,45399642,79.36,87746414,96.63
SRR601098,55040562,46880575,85.17,92008775,98.13
SRR601122,63593923,54467752,85.64,107385246,98.57
SRR601169,75328275,61710173,81.92,121042284,98.07
SRR601201,62974067,50625336,80.39,99034084,97.81
SRR601287,54246234,43189240,79.61,84692308,98.04
SRR601500,53436255,45906774,85.90,90573669,98.64
SRR601669,31344946,22299598,71.14,43879130,98.38
SRR601755,65848193,56577552,85.92,111818448,98.81
SRR601787,108403745,49863451,45.99,82093812,82.31
SRR602131,181951974,24938929,13.70,29352234,58.84
SRR602169,55932234,45912133,82.08,89814687,97.81
SRR602193,50117973,42657795,85.11,83688359,98.09
SRR602271,43099604,32583621,75.60,63388999,97.27
SRR602314,48293406,39923541,82.66,78490031,98.30
SRR602365,47207772,33418503,70.79,64371521,96.31
SRR602516,50938455,46006962,90.31,90939931,98.83
SRR602540,59903163,45844593,76.53,88910988,96.96
SRR602598,49244814,32285621,65.56,60554578,93.77
SRR602622,49047276,39371326,80.27,77237798,98.08
SRR602704,63245401,47801235,75.58,91718096,95.93
SRR602728,55796674,35946782,64.42,67622933,94.05
SRR602808,53846838,31302239,58.13,60690595,96.94
SRR602839,57805882,39308105,68.00,74646875,94.95
SRR602871,50861630,43461671,85.45,85208082,98.02
SRR602927,59076138,37435253,63.36,70750725,94.49
SRR603068,53339811,33578372,62.95,64378123,95.86
SRR603333,58153195,34435783,59.21,65668113,95.34
SRR603397,48573187,38947286,80.18,74935762,96.20
SRR603534,65019520,52831216,81.25,103507608,97.96
SRR603596,46618216,36039524,77.30,69381200,96.25
SRR603658,45918560,34565222,75.27,66973623,96.88
