  ,Paired Raw R1 Read Count,Trimmed R1 Read Count,Trimmed % R1 Read Count,hg38 aligned Count,hg38 aligned %
HW-7487-01A-11R-2027-07+1,54585022,53705473,98.38,105836694,98.53
HW-7489-01A-11R-2027-07+1,72265769,71426904,98.83,140656593,98.46
HW-7490-01A-11R-2027-07+1,63305146,62241926,98.32,121987288,97.99
HW-7491-01A-11R-2027-07+1,83351138,82320291,98.76,162346848,98.60
HW-7493-01A-11R-2027-07+1,65592398,64770508,98.74,127907479,98.73
HW-7495-01A-11R-2027-07+1,64228968,63450726,98.78,124935486,98.45
HW-8319-01A-11R-2404-07+1,81073084,79842471,98.48,156510672,98.01
HW-8320-01A-11R-2404-07+1,71879262,70914717,98.65,139412657,98.29
HW-8321-01A-11R-2404-07+1,79678876,78712329,98.78,154326110,98.03
HW-8322-01A-11R-2404-07+1,85702466,84586615,98.69,165892258,98.06
HW-A5KJ-01A-12R-A27Q-07+1,67995467,66531505,97.84,130831443,98.32
HW-A5KK-01A-11R-A27Q-07+1,67009056,65489653,97.73,129081247,98.55
HW-A5KL-01A-11R-A27Q-07+1,68026470,65895512,96.86,129875957,98.54
HW-A5KM-01A-11R-A27Q-07+1,87649610,84961182,96.93,167708602,98.69
IK-7675-01A-11R-2090-07+1,77353498,76425366,98.80,150590992,98.52
IK-8125-01A-11R-2256-07+1,88621535,87533806,98.77,171993263,98.24
KT-A74X-01A-11R-A32Q-07+1,88003853,85285833,96.91,168599608,98.84
KT-A7W1-01A-11R-A34F-07+1,71201128,69050043,96.97,136432050,98.79
OX-A56R-01A-11R-A344-08+1,58930905,57240113,97.13,113510450,99.15
P5-A5ET-01A-11R-A27Q-07+1,64546728,62926290,97.48,123948408,98.48
P5-A5EU-01A-11R-A27Q-07+1,61323166,59772633,97.47,117958350,98.67
P5-A5EV-01A-11R-A27Q-07+1,62626314,61060851,97.50,120510468,98.68
P5-A5EW-01A-11R-A27Q-07+1,60767304,59481427,97.88,117543776,98.80
P5-A5EX-01A-12R-A28M-07+1,55458300,54568927,98.39,107492862,98.49
P5-A5EY-01A-11R-A27Q-07+1,59584845,58303831,97.85,115247803,98.83
P5-A5EZ-01A-11R-A27Q-07+1,66246734,64807571,97.82,127998125,98.75
P5-A5F0-01A-11R-A28M-07+1,57453149,56511607,98.36,110396905,97.67
P5-A5F1-01A-11R-A28M-07+1,52525148,51642492,98.31,101661461,98.42
P5-A5F2-01A-11R-A28M-07+1,55888177,54900507,98.23,107690625,98.07
P5-A5F4-01A-11R-A28M-07+1,55019334,54122128,98.36,106278662,98.18
P5-A5F6-01A-11R-A28M-07+1,47870958,47340524,98.89,92819979,98.03
P5-A72U-01A-31R-A32Q-07+1,60121786,58925197,98.00,114660055,97.29
P5-A72W-01A-11R-A32Q-07+1,55198046,54072137,97.96,104722275,96.83
P5-A72X-01A-11R-A32Q-07+1,63038177,61852817,98.11,120270455,97.22
P5-A72Z-01A-11R-A32Q-07+1,74990661,73316208,97.76,142458481,97.15
P5-A730-01A-11R-A32Q-07+1,55529298,53674257,96.65,106076450,98.81
P5-A731-01A-11R-A32Q-07+1,61452630,59156421,96.26,116832187,98.74
P5-A733-01A-11R-A32Q-07+1,70435463,67779206,96.22,133684710,98.61
P5-A735-01A-11R-A32Q-07+1,43616903,42561302,97.57,82773889,97.24
P5-A736-01A-11R-A32Q-07+1,55195790,53986668,97.80,105051109,97.29
P5-A737-01A-11R-A32Q-07+1,60338880,58666772,97.22,114124024,97.26
P5-A77W-01A-11R-A32Q-07+1,73180803,70434806,96.24,137537330,97.63
P5-A77X-01A-11R-A32Q-07+1,69605101,66566253,95.63,130994975,98.39
P5-A780-01A-12R-A32Q-07+1,74181119,71236937,96.03,140294818,98.47
P5-A781-01A-11R-A32Q-07+1,68249477,65403750,95.83,128905270,98.54
QH-A65R-01A-21R-A31N-07+1,67323603,65255172,96.92,128210967,98.23
QH-A65S-01A-11R-A29R-07+1,47696920,46763712,98.04,91552947,97.88
QH-A65V-01A-11R-A29R-07+1,55863073,54968418,98.39,108065703,98.29
QH-A65X-01A-11R-A32Q-07+1,51721659,50456563,97.55,98150897,97.26
QH-A65Z-01A-11R-A29R-07+1,57298061,56379557,98.39,110496917,97.99
QH-A6CS-01A-11R-A31N-07+1,55540575,54539141,98.19,107687858,98.72
QH-A6CU-01A-11R-A31N-07+1,52579762,51091300,97.16,100428913,98.28
QH-A6CV-01A-11R-A31N-07+1,59740542,58241735,97.49,114417737,98.22
QH-A6CW-01A-11R-A32Q-07+1,54117190,52728788,97.43,102503595,97.19
QH-A6CX-01A-11R-A32Q-07+1,55469012,54056024,97.45,105182335,97.29
QH-A6CY-01A-11R-A32Q-07+1,66052532,63565627,96.23,125513886,98.72
QH-A6CZ-01A-11R-A32Q-07+1,62650132,60405870,96.41,119267119,98.72
QH-A6X3-01A-21R-A32Q-07+1,62719019,60390649,96.28,118908304,98.44
QH-A6X4-01A-51R-A32Q-07+1,68319405,66643481,97.54,129107237,96.86
QH-A6X5-01A-12R-A32Q-07+1,57287533,55029256,96.05,108792136,98.84
QH-A6X8-01A-12R-A32Q-07+1,63790124,61669698,96.67,119465050,96.85
QH-A6X9-01A-12R-A32Q-07+1,66486698,63924274,96.14,126075999,98.61
QH-A6XA-01A-12R-A32Q-07+1,60036500,57713754,96.13,114047142,98.80
QH-A6XC-01A-12R-A32Q-07+1,60300495,58445038,96.92,113837964,97.38
QH-A86X-01A-11R-A36H-07+1,96646049,94613374,97.89,187167927,98.91
QH-A870-01A-11R-A36H-07+1,59075904,57785226,97.81,114298959,98.89
R8-A6MK-01A-11R-A32Q-07+1,71758950,68901617,96.01,135404175,98.25
R8-A6ML-01A-11R-A32Q-07+1,69647969,66991574,96.18,132129881,98.61
R8-A6MO-01A-11R-A33Z-07+1,82282879,79317250,96.39,156793231,98.83
R8-A6YH-01A-21R-A32Q-07+1,65009601,63343801,97.43,123009599,97.09
R8-A73M-01A-11R-A32Q-07+1,46880322,45604925,97.27,88440365,96.96
RR-A6KA-01A-21R-A344-08+1,58419390,56647166,96.96,112268128,99.09
RR-A6KB-01A-12R-A344-08+1,46411610,44790216,96.50,88452668,98.74
RR-A6KC-01A-31R-A344-08+1,61096750,59178792,96.86,117183089,99.00
RY-A83X-01A-11R-A36H-07+1,75856377,74205366,97.82,146655027,98.81
RY-A83Y-01A-11R-A36H-07+1,49472806,48381737,97.79,95683749,98.88
RY-A83Z-01A-11R-A36H-07+1,51961003,50762742,97.69,100589612,99.07
RY-A840-01A-11R-A36H-07+1,61884108,60463327,97.70,119794616,99.06
RY-A843-01A-11R-A36H-07+1,76370008,74797903,97.94,147908326,98.87
RY-A845-01A-11R-A36H-07+1,68543919,66820949,97.48,132315197,99.00
RY-A847-01A-11R-A36H-07+1,55999243,54672960,97.63,108202134,98.95
S9-A6TS-01A-12R-A33Z-07+1,59014663,56791233,96.23,112380504,98.94
S9-A6TU-01A-12R-A32Q-07+1,63136110,61539618,97.47,119928334,97.43
S9-A6TV-01A-12R-A34R-07+1,81721972,78545521,96.11,155389845,98.91
S9-A6TW-01A-12R-A32Q-07+1,61521386,58661134,95.35,115798682,98.70
S9-A6TX-01A-21R-A32Q-07+1,68552148,66705548,97.30,129153614,96.80
S9-A6TY-01A-12R-A32Q-07+1,66898444,63845657,95.43,125666845,98.41
S9-A6TZ-01A-21R-A32Q-07+1,105160292,101013834,96.05,199054140,98.52
S9-A6U0-01A-12R-A32Q-07+1,45256011,44144794,97.54,85221464,96.52
S9-A6U1-01A-21R-A33Z-07+1,60963511,58638128,96.18,115940154,98.86
S9-A6U2-01A-21R-A33Z-07+1,53738675,51650353,96.11,102103962,98.84
S9-A6U5-01A-12R-A33Z-07+1,63080710,60915243,96.56,120470105,98.88
S9-A6U6-01A-12R-A33Z-07+1,62537641,60498676,96.73,119614269,98.85
S9-A6U8-01A-21R-A33Z-07+1,72765241,70628198,97.06,139706415,98.90
S9-A6U9-01A-11R-A32Q-07+1,61231230,59733253,97.55,116090242,97.17
S9-A6UA-01A-12R-A33Z-07+1,68838530,66526831,96.64,131603373,98.90
S9-A6UB-01A-21R-A33Z-07+1,52594053,50699896,96.39,100185277,98.80
S9-A6WD-01A-12R-A33Z-07+1,64046306,61833437,96.54,122067004,98.70
S9-A6WE-01A-12R-A33Z-07+1,54552172,52359400,95.98,103593913,98.92
S9-A6WG-01A-11R-A33Z-07+1,55521928,53568746,96.48,105862634,98.81
S9-A6WH-01A-12R-A33Z-07+1,45531469,43607990,95.77,86245102,98.88
S9-A6WI-01A-21R-A33Z-07+1,79204652,77187240,97.45,152860111,99.01
S9-A6WL-01A-21R-A33Z-07+1,55614278,53416998,96.04,105533485,98.78
S9-A6WM-01A-12R-A33Z-07+1,42976526,41233890,95.94,81570432,98.91
S9-A6WN-01A-12R-A33Z-07+1,57025497,54685162,95.89,108164731,98.89
S9-A6WO-01A-21R-A34F-07+1,57330939,55560377,96.91,109828173,98.83
S9-A6WP-01A-12R-A34F-07+1,72570665,70827206,97.59,140144310,98.93
S9-A6WQ-01A-12R-A34F-07+1,63790893,62093042,97.33,122852788,98.92
S9-A7IQ-01A-21R-A34F-07+1,74715063,72599409,97.16,143482735,98.81
S9-A7IS-01A-11R-A34F-07+1,73809373,71593749,96.99,141682737,98.94
S9-A7IX-01A-12R-A34F-07+1,75641678,74018057,97.85,146347361,98.85
S9-A7IY-01A-11R-A34F-07+1,62649048,61502407,98.16,121624027,98.87
S9-A7IZ-01A-11R-A34F-07+1,62185367,60473600,97.24,119529413,98.82
S9-A7J0-01A-11R-A34F-07+1,73448530,71182601,96.91,140605546,98.76
S9-A7J1-01A-21R-A34R-07+1,52985184,50547785,95.39,99756980,98.67
S9-A7J2-01A-11R-A34F-07+1,65721084,63806426,97.08,126085388,98.80
S9-A7J3-01A-21R-A34R-07+1,88551744,85355838,96.39,168549862,98.73
S9-A7QW-01A-11R-A34F-07+1,59035601,57791663,97.89,114211420,98.81
S9-A7QX-01A-11R-A34F-07+1,61048482,59772430,97.90,118180164,98.85
S9-A7QY-01A-11R-A34F-07+1,66235809,64884604,97.96,128168854,98.76
S9-A7QZ-01A-12R-A34R-07+1,68565762,66795452,97.41,131942220,98.76
S9-A7R1-01A-12R-A34R-07+1,53233131,51927416,97.54,102646468,98.83
S9-A7R2-01A-21R-A34R-07+1,54505300,53517953,98.18,105834461,98.87
S9-A7R3-01A-11R-A34R-07+1,55448451,54438071,98.17,107672668,98.89
S9-A7R4-01A-12R-A34R-07+1,59704599,58650120,98.23,115527544,98.48
S9-A7R7-01A-11R-A34R-07+1,44731030,42577663,95.18,83887815,98.51
S9-A7R8-01A-11R-A34R-07+1,52915730,50653802,95.72,99655565,98.36
S9-A89V-01A-11R-A36H-07+1,61910404,60325696,97.44,119258384,98.84
S9-A89Z-01A-11R-A36H-07+1,50980460,49858915,97.80,98770969,99.05
TM-A7C3-01A-11R-A32Q-07+1,60217930,57240844,95.05,112315617,98.10
TM-A7C4-01A-11R-A32Q-07+1,55799129,53867204,96.53,106331371,98.69
TM-A7C5-01A-11R-A32Q-07+1,46385578,44812045,96.60,88311404,98.53
TM-A7CA-01A-21R-A33Z-07+1,56753201,55002528,96.91,108754598,98.86
TM-A7CF-01A-11R-A32Q-07+1,57191621,55551052,97.13,107798238,97.02
TM-A7CF-02A-11R-A32Q-07+1,60320860,58706557,97.32,113870539,96.98
TM-A84B-01A-11R-A36H-07+1,78743357,77010097,97.79,152402941,98.94
TM-A84C-01A-11R-A36H-07+1,77132440,75552260,97.95,149719933,99.08
TM-A84F-01A-11R-A36H-07+1,53257536,52065262,97.76,103090518,99.00
TM-A84G-01A-11R-A36H-07+1,62949293,61752682,98.09,122201230,98.94
TM-A84H-01A-11R-A36H-07+1,73734507,72367977,98.14,142803632,98.66
TM-A84I-01A-11R-A36H-07+1,64896123,63346832,97.61,125312182,98.90
TM-A84J-01A-11R-A36H-07+1,56746700,55410543,97.64,109687294,98.97
TM-A84L-01A-11R-A36H-07+1,56743439,55357456,97.55,109509791,98.91
TM-A84M-01A-11R-A36H-07+1,60647650,59185978,97.58,116991141,98.83
TM-A84O-01A-11R-A36H-07+1,58361190,57083798,97.81,113021937,98.99
TM-A84Q-01A-11R-A36H-07+1,71193944,69749563,97.97,138182931,99.05
TM-A84R-01A-21R-A36H-07+1,65116338,63905596,98.14,126523071,98.99
TM-A84S-01A-11R-A36H-07+1,60623034,59307075,97.82,117513576,99.07
TM-A84T-01A-11R-A36H-07+1,60779819,59389341,97.71,117459852,98.88
TQ-A7RF-01A-11R-A33Z-07+1,53680257,52044812,96.95,102829009,98.78
TQ-A7RG-01A-11R-A33Z-07+1,51430477,49502110,96.25,97868525,98.85
TQ-A7RH-01A-12R-A34F-07+1,71477259,70021519,97.96,138196505,98.68
TQ-A7RI-01A-11R-A33Z-07+1,63297466,61146914,96.60,120856773,98.82
TQ-A7RJ-01A-11R-A33Z-07+1,74356885,72847723,97.97,144016260,98.84
TQ-A7RK-01A-11R-A33Z-07+1,59574965,57815711,97.04,114188619,98.75
TQ-A7RK-02A-11R-A36H-07+1,64541787,62979471,97.57,124434375,98.78
TQ-A7RK-02B-11R-A40A-07+1,48972232,47446610,96.88,93705550,98.74
TQ-A7RM-01A-11R-A33Z-07+1,87625429,84649980,96.60,167237914,98.78
TQ-A7RN-01A-11R-A33Z-07+1,82758205,79784945,96.40,157346991,98.60
TQ-A7RO-01A-11R-A33Z-07+1,54796415,53314911,97.29,105369190,98.81
TQ-A7RP-01A-21R-A34F-07+1,76953669,75628081,98.27,149606375,98.90
TQ-A7RQ-01A-11R-A33Z-07+1,78994740,75935490,96.12,149921196,98.71
TQ-A7RR-01A-21R-A34F-07+1,61888285,60015938,96.97,118486277,98.71
TQ-A7RS-01A-12R-A33Z-07+1,66044180,63574373,96.26,125679232,98.84
TQ-A7RU-01A-21R-A34F-07+1,59438640,57560803,96.84,113615895,98.69
TQ-A7RV-01A-21R-A34F-07+1,68901537,66873564,97.05,132074475,98.74
TQ-A7RV-02A-11R-A36H-07+1,57905660,56455599,97.49,111648078,98.88
TQ-A7RW-01A-11R-A33Z-07+1,50015552,48298963,96.56,95345029,98.70
TQ-A8XE-01A-11R-A36H-07+1,68053093,66257874,97.36,130907267,98.78
TQ-A8XE-02A-11R-A36H-07+1,59170669,57561810,97.28,113755565,98.81
VM-A8C8-01A-11R-A36H-07+1,49408707,48406948,97.97,95971944,99.13
VM-A8C9-01A-11R-A36H-07+1,46949345,46071912,98.13,91324987,99.11
VM-A8CA-01A-11R-A36H-07+1,53111106,51962931,97.83,102947395,99.05
VM-A8CB-01A-11R-A36H-07+1,48384802,47190262,97.53,93449229,99.01
VM-A8CD-01A-11R-A36H-07+1,76960182,75383876,97.95,149171723,98.94
VM-A8CE-01A-11R-A36H-07+1,65100023,63708904,97.86,126043224,98.92
VM-A8CF-01A-11R-A36H-07+1,38464474,37654946,97.89,74501491,98.92
VM-A8CH-01A-12R-A36H-07+1,55240721,53995132,97.74,106791967,98.89
VV-A829-01A-21R-A36H-07+1,61472547,59985525,97.58,118799352,99.02
VV-A86M-01A-11R-A36H-07+1,46121425,45192015,97.98,89192228,98.68
VW-A7QS-01A-12R-A33Z-07+1,64856200,62927318,97.02,124283240,98.75
VW-A8FI-01A-11R-A36H-07+1,48573167,47468353,97.72,93858135,98.86
W9-A837-01A-11R-A36H-07+1,70005405,68422963,97.73,135486258,99.00
WH-A86K-01A-11R-A36H-07+1,52154392,51116890,98.01,101196654,98.98
WY-A858-01A-11R-A36H-07+1,55908762,54912184,98.21,108488384,98.78
WY-A859-01A-12R-A36H-07+1,77073424,75660955,98.16,149708330,98.93
WY-A85A-01A-21R-A36H-07+1,52202884,51165205,98.01,101316586,99.00
WY-A85B-01A-11R-A36H-07+1,58997942,57859720,98.07,114487833,98.93
WY-A85C-01A-11R-A36H-07+1,73482055,72065999,98.07,142488591,98.85
WY-A85D-01A-11R-A36H-07+1,53082153,51872523,97.72,102613480,98.90
WY-A85E-01A-11R-A36H-07+1,69764280,68173484,97.71,134673677,98.77
