sample,read count,average length,raw AC_000005.1,RM AC_000005.1,hg38 AC_000005.1,RM+hg38 AC_000005.1,raw AC_000007.1,RM AC_000007.1,hg38 AC_000007.1,RM+hg38 AC_000007.1,raw AC_000017.1,RM AC_000017.1,hg38 AC_000017.1,RM+hg38 AC_000017.1,raw AC_000018.1,RM AC_000018.1,hg38 AC_000018.1,RM+hg38 AC_000018.1,raw AC_000019.1,RM AC_000019.1,hg38 AC_000019.1,RM+hg38 AC_000019.1,raw NC_000898.1,RM NC_000898.1,hg38 NC_000898.1,RM+hg38 NC_000898.1,raw NC_001352.1,RM NC_001352.1,hg38 NC_001352.1,RM+hg38 NC_001352.1,raw NC_001357.1,RM NC_001357.1,hg38 NC_001357.1,RM+hg38 NC_001357.1,raw NC_001405.1,RM NC_001405.1,hg38 NC_001405.1,RM+hg38 NC_001405.1,raw NC_001460.1,RM NC_001460.1,hg38 NC_001460.1,RM+hg38 NC_001460.1,raw NC_001587.1,RM NC_001587.1,hg38 NC_001587.1,RM+hg38 NC_001587.1,raw NC_001593.1,RM NC_001593.1,hg38 NC_001593.1,RM+hg38 NC_001593.1,raw NC_001664.4,RM NC_001664.4,hg38 NC_001664.4,RM+hg38 NC_001664.4,raw NC_001716.2,RM NC_001716.2,hg38 NC_001716.2,RM+hg38 NC_001716.2,raw NC_001798.2,RM NC_001798.2,hg38 NC_001798.2,RM+hg38 NC_001798.2,raw NC_001806.2,RM NC_001806.2,hg38 NC_001806.2,RM+hg38 NC_001806.2,raw NC_006273.2,RM NC_006273.2,hg38 NC_006273.2,RM+hg38 NC_006273.2,raw NC_006577.2,RM NC_006577.2,hg38 NC_006577.2,RM+hg38 NC_006577.2,raw NC_007605.1,RM NC_007605.1,hg38 NC_007605.1,RM+hg38 NC_007605.1,raw NC_009333.1,RM NC_009333.1,hg38 NC_009333.1,RM+hg38 NC_009333.1,raw NC_009334.1,RM NC_009334.1,hg38 NC_009334.1,RM+hg38 NC_009334.1,raw NC_011203.1,RM NC_011203.1,hg38 NC_011203.1,RM+hg38 NC_011203.1,raw NC_020890.1,RM NC_020890.1,hg38 NC_020890.1,RM+hg38 NC_020890.1,raw NC_028459.1,RM NC_028459.1,hg38 NC_028459.1,RM+hg38 NC_028459.1,raw NC_038524.1,RM NC_038524.1,hg38 NC_038524.1,RM+hg38 NC_038524.1,raw NC_038889.1,RM NC_038889.1,hg38 NC_038889.1,RM+hg38 NC_038889.1
02-2485-10A-01D-1494,478851061,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15805,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15951,8,0,0,15796,15848,1,1,56,54,0,0,95,7,2,2,0,0,0,0,0,0,0,0,226,225,0,0,24,24,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06-0125-10A-01D-1490,695377506,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21666,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21780,12,0,0,21691,21715,0,0,102,99,2,2,259,69,5,5,0,0,0,0,0,0,0,0,325,320,0,0,37,37,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06-0157-10A-01D-1491,561676819,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18291,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18466,11,0,0,18305,18362,0,0,56,58,0,0,102,6,0,0,0,0,0,0,0,0,0,0,220,220,0,0,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06-0171-10A-01D-A33C,721570484,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24423,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24571,10,1,0,24569,24612,0,0,135,132,3,3,218,28,1,1,0,0,0,0,0,0,0,0,437,436,0,0,44,44,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06-0190-10B-01D-A32W,522679939,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16427,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16519,21,0,0,16469,16476,0,0,68,65,0,0,120,27,3,3,0,0,0,0,0,0,0,0,325,320,0,0,27,26,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06-0210-10A-01D-1491,628825315,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20131,13,0,0,19981,20009,0,0,133,129,1,1,276,68,12,13,0,0,0,0,0,0,0,0,669,678,4,4,41,41,2,2,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06-0211-10A-01D-1491,762041774,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21353,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21591,21,0,0,21436,21438,0,0,116,113,1,1,217,34,3,3,2,2,2,2,0,0,0,0,583,591,0,0,50,50,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06-0214-10A-01D-1491,573345114,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18261,9,0,0,18061,18129,0,0,54,49,1,1,143,3,1,1,0,0,0,0,0,0,0,0,271,273,0,0,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06-0221-10A-01D-A35R,526268055,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15197,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15364,16,0,0,15259,15274,0,0,74,76,0,0,211,48,1,1,0,0,0,0,0,0,0,0,491,486,0,0,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06-0686-10A-01D-1492,517085243,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15764,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15880,10,1,1,15759,15794,0,0,45,43,0,0,142,6,1,1,0,0,0,0,0,0,0,0,358,354,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06-0744-10A-01D-1492,525266861,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17404,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17548,15,0,0,17423,17452,0,0,53,50,0,0,129,2,0,0,0,0,0,0,0,0,0,0,246,237,0,0,19,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06-0745-10A-01D-1492,578518639,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21496,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21642,19,0,0,21587,21609,1,0,43,38,0,0,127,4,1,0,0,0,0,0,0,0,0,0,331,327,0,0,17,14,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06-2557-10A-01D-1494,600988206,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16798,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16951,11,0,0,16815,16867,0,0,55,49,1,1,121,16,3,3,0,0,0,0,0,0,0,0,344,341,5,5,20,20,0,0,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06-2570-10A-01D-1495,551419838,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19516,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19635,10,0,0,19565,19576,0,0,69,67,0,0,179,4,0,0,0,0,0,0,0,0,0,0,369,375,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06-5411-10A-01D-1696,534161551,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17230,10,0,0,17099,17148,1,1,45,44,0,0,98,6,0,0,0,0,0,0,0,0,0,0,184,184,0,0,18,17,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06-5415-10A-01D-1486,546555827,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16095,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16206,9,0,0,16115,16146,0,0,57,55,0,0,130,7,0,0,0,0,0,0,0,0,0,0,323,328,1,1,16,16,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14-1034-10A-01D-1492,736829067,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18945,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19136,20,0,0,19051,19058,0,0,146,136,2,2,228,63,2,2,0,0,0,0,0,0,0,0,418,418,0,0,52,52,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14-1402-10A-01D-1493,663610781,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16439,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16582,17,0,0,16609,16589,0,0,116,114,2,2,182,47,7,6,0,0,0,0,0,0,0,0,387,389,0,0,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14-1823-10A-01D-1494,542116190,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17339,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17512,6,0,0,17364,17393,0,0,38,39,0,0,112,2,1,1,0,0,0,0,0,0,0,0,257,254,0,0,17,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14-2554-10A-01D-1494,578717037,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18818,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18959,13,0,0,18795,18861,0,0,41,40,0,0,160,3,1,1,0,0,0,0,0,0,0,0,341,342,0,0,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15-1444-10A-01D-1696,570946912,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18544,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18705,12,0,0,18547,18597,0,0,55,51,0,0,109,9,1,1,0,0,0,0,0,0,0,0,350,360,0,0,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19-1389-10D-01D-2364,539674851,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35532,15209,15254,15165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31353,11036,11032,11039,20328,20366,0,0,63,62,0,0,141,18,1,1,0,0,0,0,0,0,0,0,437,434,0,0,37,37,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19-2620-10A-01D-1495,529069197,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17696,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17845,17,1,1,17787,17785,0,0,39,40,0,0,118,5,0,0,0,0,0,0,0,0,0,0,299,307,1,1,20,19,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19-2624-10A-01D-1495,587795591,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18359,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18540,12,0,0,18397,18441,0,0,62,62,0,0,153,8,0,0,0,0,0,0,0,0,0,0,417,412,0,0,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19-2629-10A-01D-1495,578708416,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18126,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18329,13,0,0,18173,18218,0,0,50,50,0,0,103,4,0,0,0,0,0,0,0,0,0,0,315,326,0,0,18,17,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19-5960-10A-01D-1696,573553833,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17746,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17909,7,0,0,17751,17799,0,0,70,66,0,0,146,3,0,0,0,0,0,0,0,0,0,0,281,275,0,0,27,27,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26-5132-10A-01D-1486,580130149,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14214,15,0,0,14082,14090,0,0,60,59,0,0,128,8,3,3,0,0,0,0,0,0,0,0,346,347,5,5,24,23,0,0,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26-5135-10A-01D-1486,594225295,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15163,10,0,0,14979,15031,0,0,46,48,0,0,136,17,4,4,0,0,0,0,0,0,0,0,302,308,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27-1831-10A-01D-1494,533727503,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14076,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14228,14,0,0,14083,14112,0,0,49,49,0,0,119,7,4,4,0,0,0,0,0,0,0,0,314,309,1,1,20,19,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27-2523-10A-01D-1494,520322332,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15810,11,0,0,15642,15682,0,0,55,54,0,0,99,4,0,0,0,0,0,0,0,0,0,0,223,225,0,0,24,25,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27-2528-10A-01D-1494,575203420,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14725,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14893,7,0,0,14756,14788,1,1,57,55,0,0,122,13,2,2,0,0,0,0,0,0,0,0,325,323,0,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32-1970-10A-01D-1494,650616219,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17054,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17182,15,0,0,17069,17094,0,0,60,63,0,0,136,5,0,0,0,0,0,0,0,0,0,0,345,336,1,1,18,17,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41-5651-10A-01D-1696,579574120,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18621,9,0,0,18480,18514,0,0,73,75,0,0,177,2,0,0,1,1,1,1,0,0,0,0,537,536,1,1,24,25,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CS-4938-10A-01D-1891,80646805,51,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8293,9,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8229,22,2,0,8270,8249,30,0,237,44,3,2,148,5,31,0,15,0,1,0,0,0,0,0,49,37,0,0,32,28,5,1,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0
CS-4941-10A-01D-1465,282839817,51,1,0,1,0,67,0,0,0,9,0,1,0,1,0,0,0,0,0,0,0,9240,23,7,0,0,0,0,0,12,12,0,0,67,0,0,0,1,0,1,0,3,0,0,0,0,0,0,0,9282,160,11,8,9413,9302,252,5,1828,163,23,17,353,10,101,3,42,3,3,3,5,5,2,2,138,106,1,0,107,69,46,8,3,0,3,0,12,0,11,0,2,2,0,0,121,0,0,0,0,0,0,0,0,0,0,0
CS-4944-10A-01D-1465,263101470,51,0,0,0,0,59,1,1,1,10,1,0,0,0,0,0,0,0,0,0,0,14979,18,3,2,0,0,0,0,7,7,0,0,59,1,1,1,0,0,0,0,3,0,0,0,0,0,0,0,14980,134,3,1,15047,14955,366,0,1686,135,11,9,401,16,142,3,47,1,2,1,1,1,0,0,125,81,2,2,88,61,35,8,4,2,4,2,7,0,7,0,1,1,0,0,143,0,0,0,0,0,0,0,0,0,0,0
CS-5390-10A-01D-1468,529225224,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16732,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16813,16,0,0,16685,16742,0,0,55,54,0,0,141,15,1,1,0,0,0,0,0,0,0,0,343,333,0,0,19,19,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CS-5395-10A-01D-1468,581221288,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17380,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17534,14,1,1,17391,17426,3,3,69,69,0,0,163,6,0,0,0,0,0,0,0,0,0,0,537,548,0,0,26,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CS-5396-10A-01D-1465,254110921,51,1,0,1,0,50,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,11574,24,5,3,0,0,0,0,12,12,0,0,50,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,11626,107,3,0,11545,11470,239,4,1372,122,16,8,294,9,98,3,36,0,1,0,2,2,2,2,90,63,1,1,71,46,31,6,3,1,3,1,4,0,4,0,0,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0
CS-6186-10A-01D-2022,153624698,51,0,0,0,0,35,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,9697,12,1,0,0,0,0,0,4,4,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9625,41,0,0,9657,9620,83,0,674,105,3,2,225,12,37,1,30,1,1,1,1,1,0,0,90,58,2,1,58,50,13,5,2,1,2,1,1,0,1,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0
CS-6186-10A-01D-2024,365922343,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22178,0,0,0,20883,21535,0,0,44,43,0,0,148,31,1,1,0,0,0,0,0,0,0,0,4,3,0,0,14,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CS-6290-10A-01D-1703,233757121,51,1,1,1,1,57,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,17966,19,1,0,0,0,0,0,11,11,0,0,57,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,17811,89,8,3,18019,17929,341,1,1568,145,16,13,407,14,93,3,62,0,1,0,1,1,0,0,140,106,1,0,107,91,24,8,3,0,3,0,4,0,4,0,0,0,0,0,153,0,0,0,0,0,0,0,0,0,0,0
CS-6665-10A-01D-1893,343696933,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25357,0,0,0,23620,24443,0,0,27,25,0,0,204,37,3,3,0,0,0,0,0,0,0,0,2,2,0,0,15,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CS-6668-10A-01D-1893,533768229,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23090,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23185,17,0,0,23104,23126,0,0,204,195,2,2,539,98,2,3,0,0,0,0,0,0,0,0,1596,1614,0,0,51,53,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CS-6669-10A-01D-1893,527765133,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21598,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21710,19,0,0,21660,21690,0,0,133,132,0,0,533,130,0,0,0,0,0,0,0,0,0,0,1689,1688,0,0,69,67,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
