  ,Paired Raw R1 Read Count,Trimmed R1 Read Count,Trimmed % R1 Read Count
SRR1439674,47191231,41239478,87.38
SRR1439807,85163278,77485392,90.98
SRR1439850,47318136,41575925,87.86
SRR1439873,61078817,58359114,95.54
SRR1440013,35879535,30460092,84.89
SRR1440058,44666964,39870603,89.26
SRR1440082,39566116,36331239,91.82
SRR1440119,43560437,41028291,94.18
SRR1440246,32704796,29577678,90.43
SRR1440308,44379535,35569995,80.14
SRR1440356,38673120,36932258,95.49
SRR1440517,42704941,38426284,89.98
SRR1440699,37832062,29695635,78.49
SRR1440763,35143680,32970272,93.81
SRR1440876,55657383,52515162,94.35
SRR1440962,53334586,43706144,81.94
SRR1440986,59359862,54184168,91.28
SRR1441118,56396180,53661654,95.15
SRR1441141,37893596,35525913,93.75
SRR1441200,36694839,33554069,91.44
SRR1441224,66177265,63306912,95.66
SRR1441546,35272967,31485631,89.26
SRR1441701,45735633,40748317,89.09
SRR1442022,36197288,33825723,93.44
SRR1442195,31798708,29942347,94.16
SRR1442356,28334626,26294859,92.80
SRR1442571,30534006,28488438,93.30
SRR1442666,38454034,34714253,90.27
SRR1442885,49792899,46125282,92.63
SRR1443201,36089353,32144430,89.06
SRR1443612,33693477,31476710,93.42
SRR1443713,236594898,221568903,93.64
SRR1443824,37221675,32401786,87.05
SRR1443895,41453238,39747977,95.88
SRR1443955,44309991,35470017,80.04
SRR1443979,59538767,52945358,88.92
SRR1444102,37581294,35872914,95.45
SRR1444460,42344670,39875892,94.16
SRR1444479,46517681,36485502,78.43
SRR1444559,47761406,44882179,93.97
SRR1444580,43830930,40668629,92.78
SRR1444622,33629684,30547232,90.83
SRR1444678,37949704,33525311,88.34
SRR1444876,34077802,30994949,90.95
SRR1444932,66751102,63140633,94.59
SRR1445149,55678163,48589650,87.26
SRR1445238,32480643,29701322,91.44
SRR1445328,40889550,37928979,92.75
SRR1445347,43609658,40299764,92.41
SRR1445408,47696975,45461481,95.31
SRR1445514,39669011,37853881,95.42
SRR1445532,44828506,42800918,95.47
SRR1445895,40961587,38443795,93.85
SRR1446071,37455235,34095925,91.03
SRR1446092,49835936,46883733,94.07
SRR1446287,30666985,27612084,90.03
SRR1446762,41822709,35494072,84.86
SRR1446828,64222335,58915541,91.73
SRR1446892,42825462,39958700,93.30
SRR1446937,42318543,38838263,91.77
SRR1447259,44010715,34595853,78.60
SRR1447393,41948713,37309297,88.94
SRR1447693,37933556,34805058,91.75
SRR1447986,73267647,69223689,94.48
SRR1448162,32498330,30326431,93.31
SRR1448226,39092704,36426306,93.17
SRR1451897,42968990,38682165,90.02
SRR1451964,52369776,48512312,92.63
SRR1452056,35605281,31407301,88.20
SRR1452292,35972298,30496933,84.77
SRR1452379,27561204,25818241,93.67
SRR1452447,31889395,29766378,93.34
SRR1453145,44312738,42485791,95.87
SRR1453214,45786629,39960970,87.27
SRR1453341,35859376,33447707,93.27
SRR1453569,39431477,36652933,92.95
SRR1453702,46170517,38800213,84.03
SRR1453851,57616337,45861409,79.59
SRR1453932,56750082,52446839,92.41
SRR1454803,39254571,37458884,95.42
SRR1454950,36629380,32876833,89.75
SRR1455060,66512859,62267017,93.61
SRR1455171,55302302,50902319,92.04
SRR1455305,34715364,32684075,94.14
SRR1455369,33223391,30844303,92.83
SRR1455677,48194062,45966044,95.37
SRR1455698,49212526,39847619,80.97
SRR1455925,59500493,57062643,95.90
SRR1456294,29329437,27457870,93.61
SRR1456333,35350308,33022933,93.41
SRR1456514,52901923,49087588,92.78
SRR1456531,48627877,45042183,92.62
SRR1456841,38410920,36031069,93.80
SRR1456903,40045414,37476171,93.58
SRR1456950,45468374,40504879,89.08
SRR1457221,61319496,55894897,91.15
SRR1457418,43949726,41063153,93.43
SRR1457482,38917655,36358253,93.42
SRR1457503,43553489,39116825,89.81
SRR1457551,42714964,37518372,87.83
SRR1457597,38003774,34471560,90.70
SRR1458044,35209431,32580494,92.53
SRR1458134,50598545,45109700,89.15
SRR1458180,56718611,48239778,85.05
SRR1458422,44289713,41442103,93.57
SRR1458595,44341813,39616084,89.34
SRR1458810,54134637,45992848,84.96
SRR1459033,38779107,34289863,88.42
SRR1459211,46402616,44364341,95.60
SRR1459423,59024085,54123443,91.69
SRR1459441,50717996,43742418,86.24
SRR1459585,54679640,46652298,85.31
SRR1459655,38013762,34366246,90.40
SRR1459718,32234326,29099480,90.27
SRR1459804,33072045,30940974,93.55
SRR1460170,54725804,50962187,93.12
SRR1464305,46445074,36719713,79.06
SRR1464327,41256529,37469928,90.82
SRR1464373,44145087,39481802,89.43
SRR1464411,57789205,55312225,95.71
SRR1464451,44525362,36681519,82.38
SRR1465114,57695871,53766053,93.18
SRR1465132,40365179,37072594,91.84
SRR1465337,48799092,44964615,92.14
SRR1465356,46288606,42196153,91.15
SRR1465632,39327857,34444682,87.58
SRR1465917,51329839,49046679,95.55
SRR1466069,41516464,37710896,90.83
SRR1466357,32594393,29499628,90.50
SRR1466641,30569048,28627559,93.64
SRR1466833,58848052,54430710,92.49
SRR1466850,35783287,33504208,93.63
SRR1466871,45846008,43827996,95.59
SRR1466975,44394045,42344890,95.38
SRR1466993,45706433,42050886,92.00
SRR1467011,52013832,48210675,92.68
SRR1467212,56125548,53687175,95.65
SRR1467255,46090349,40723775,88.35
SRR1467294,55117231,51447839,93.34
SRR1467364,34920956,32357873,92.66
SRR1467455,38389970,35772878,93.18
SRR1467590,41187268,38179701,92.69
SRR1467813,56453337,45518552,80.63
SRR1467882,47004496,42761561,90.97
SRR1468141,41681868,36386850,87.29
SRR1468381,34263566,31859946,92.98
SRR1468403,57602123,50235848,87.21
SRR1468514,59553052,55203585,92.69
SRR1468574,36127469,32474752,89.88
SRR1468955,42294570,38569600,91.19
SRR1468974,37011862,33344166,90.09
SRR1469495,48281086,38158012,79.03
SRR1469904,39095037,35539439,90.90
SRR1470035,62819633,58425558,93.00
SRR1470111,46331813,44459162,95.95
SRR1470175,55073929,50951158,92.51
SRR1470212,45785631,43487225,94.98
SRR1470397,44104030,39276923,89.05
SRR1470703,62275505,57940460,93.03
SRR1470902,33224769,31178601,93.84
SRR1471350,45803754,41175166,89.89
SRR1471374,55584015,51677314,92.97
SRR1471417,41520605,38685714,93.17
SRR1471435,36212103,33947648,93.74
SRR1471773,33823351,30798267,91.05
SRR1471817,30933390,28671400,92.68
SRR1471903,39861859,36436384,91.40
SRR1471922,43616986,38616981,88.53
SRR1471943,44888161,41053535,91.45
SRR1472079,45183232,40364887,89.33
SRR1472150,57388469,54972743,95.79
SRR1472193,46735167,42669765,91.30
SRR1472301,41910796,37829041,90.26
SRR1472323,46536730,42456010,91.23
SRR1472394,40523763,38175373,94.20
SRR1472621,29820549,27849791,93.39
SRR1472663,52437949,46915108,89.46
SRR1472770,50373167,45112822,89.55
SRR1473185,41558809,38728268,93.18
SRR1473422,52972524,50656881,95.62
SRR1473590,52755730,49720014,94.24
SRR1473654,30286446,28274065,93.35
SRR1473733,37981811,34229366,90.12
SRR1473822,43758010,35387773,80.87
SRR1473936,66645153,63747165,95.65
SRR1473979,35533796,33341487,93.83
SRR1474065,54666587,49212817,90.02
SRR1474137,55644802,52133058,93.68
SRR1474333,45295879,42569148,93.98
SRR1474466,47641221,44125318,92.62
SRR1474509,46156870,41757165,90.46
SRR1474553,31663948,29624091,93.55
SRR1474684,52650347,47013652,89.29
SRR1474754,32195960,29136164,90.49
SRR1474777,56624353,52447734,92.62
SRR1474795,29537544,26840371,90.86
SRR1474886,43941504,35414246,80.59
SRR1474951,55206810,47934420,86.82
SRR1475022,34774388,31746893,91.29
SRR1475168,46290278,41471523,89.59
SRR1475257,40856715,36554181,89.46
SRR1475386,45106107,40836713,90.53
SRR1475609,44960298,41711521,92.77
SRR1475675,45708616,35310869,77.25
SRR1475737,47257539,42809854,90.58
SRR1475803,28909210,26887863,93.00
SRR1475909,59324613,56880678,95.88
SRR1475969,60330959,56014152,92.84
SRR1476186,33389370,30107891,90.17
SRR1476279,39452656,34528677,87.51
SRR1476407,36556694,33383026,91.31
SRR1476571,57609895,45550164,79.06
SRR1476614,49002963,41696450,85.08
SRR1476632,29816192,27880885,93.50
SRR1476676,55180457,52703325,95.51
SRR1477080,46417364,41932268,90.33
SRR1477104,33576583,29757690,88.62
SRR1477197,35861167,32266413,89.97
SRR1477385,28271387,26486262,93.68
SRR1477615,51837675,46480892,89.66
SRR1477634,41501240,38256131,92.18
SRR1477773,47548110,43315098,91.09
SRR1477971,38880125,36602699,94.14
SRR1478032,45796374,43571592,95.14
SRR1478077,42062746,37704344,89.63
SRR1478096,58796606,54587282,92.84
SRR1478294,59889214,56975691,95.13
SRR1478768,46568962,40210860,86.34
SRR1478946,62492717,59100977,94.57
SRR1479239,51644142,47189866,91.37
SRR1479510,32750324,29423894,89.84
SRR1479681,40883663,38973930,95.32
SRR1479759,34638254,32457769,93.70
SRR1479779,57367352,54794159,95.51
SRR1479802,44073428,38408953,87.14
SRR1479912,57316019,54577413,95.22
SRR1480059,53031090,48144594,90.78
SRR1480307,34361257,26684686,77.65
SRR1480365,39166274,36418277,92.98
SRR1480479,39773179,36115604,90.80
SRR1480652,60226954,57439658,95.37
SRR1480875,64588487,60316408,93.38
SRR1480988,43374454,37616276,86.72
SRR1481216,56296350,52970798,94.09
SRR1481462,48297398,39256562,81.28
SRR1485167,29446428,25813972,87.66
SRR1485290,38288732,33083806,86.40
SRR1485333,41289362,37029228,89.68
SRR1485459,55414884,47947282,86.52
SRR1485542,36560687,34294757,93.80
SRR1485652,51830285,47002345,90.68
SRR1485789,44958456,39275476,87.35
SRR1485892,68133462,63952836,93.86
SRR1485954,42153681,38299303,90.85
SRR1486097,35593668,33389827,93.80
SRR1486304,53022690,49149563,92.69
SRR1486475,53553097,51270827,95.73
SRR1486496,48430156,43386539,89.58
SRR1486560,46075348,41486536,90.04
SRR1486608,40955844,39061048,95.37
SRR1486626,38412240,35979197,93.66
SRR1486741,38468171,36119727,93.89
SRR1486863,58856333,53822533,91.44
SRR1487107,57863224,55418917,95.77
SRR1487194,55270645,52944782,95.79
SRR1487295,50605950,45789195,90.48
SRR1487321,33372479,31169276,93.39
SRR1487362,39017077,36519752,93.59
SRR1487685,36007055,33267000,92.39
SRR1487825,40585872,36872854,90.85
SRR1488172,36668772,32614831,88.94
SRR1488285,70126353,66440027,94.74
SRR1488349,42833746,40871280,95.41
SRR1488367,36737506,33331244,90.72
SRR1488538,47570174,42492421,89.32
SRR1488562,40985322,33443398,81.59
SRR1488651,38798342,34575058,89.11
SRR1488672,37101478,29972113,80.78
SRR1488715,36970383,33771574,91.34
SRR1488751,52569078,48061931,91.42
SRR1488836,58312507,54773950,93.93
SRR1489054,48060528,45979535,95.67
SRR1489137,46345896,39555166,85.34
SRR1489155,57440718,54072471,94.13
SRR1489177,74999126,70775630,94.36
SRR1489502,39777616,35866846,90.16
SRR1489779,53426676,48839142,91.41
SRR1489821,42098255,40163666,95.40
SRR1489971,41915754,37869693,90.34
SRR1490019,43234832,40536029,93.75
SRR1490382,56937088,53593587,94.12
SRR1490465,35910682,32501802,90.50
SRR1490524,36110731,33570836,92.96
SRR1490568,43266130,39114496,90.40
SRR1490613,59125891,55660079,94.13
SRR1491293,49291068,46999658,95.35
SRR1491311,37219630,33977933,91.29
SRR1498272,58357986,55712451,95.46
SRR1498482,46045655,39078149,84.86
SRR1498550,50210832,47677329,94.95
SRR1498616,42047990,37913720,90.16
SRR1498640,33180273,29725129,89.58
SRR1498702,61164982,50033166,81.80
SRR1498861,39751931,35557290,89.44
SRR1499193,37991955,34383849,90.50
SRR1499442,42529070,39243854,92.27
SRR1499630,41793875,38170998,91.33
SRR1499785,39216137,36895009,94.08
SRR1499823,70542935,64110198,90.88
SRR1499982,54028483,48731416,90.19
SRR1500405,39778858,34362054,86.38
SRR1500428,58644333,56116770,95.69
SRR1500537,43209097,39855094,92.23
SRR1500617,40701465,37427090,91.95
SRR1500639,38809081,35338747,91.05
SRR1500753,52595962,50474768,95.96
SRR1500800,38303239,34605179,90.34
SRR1500868,35358996,30999348,87.67
SRR1500998,44931452,41032017,91.32
SRR2157460,97524040,87957487,90.19
SRR2166176,97141504,87015065,89.57
SRR2166648,95493380,86383313,90.46
SRR2167030,103649114,93267521,89.98
SRR2167642,89242855,79941243,89.57
SRR2170408,97809650,87810014,89.77
SRR5125346,54904014,46379777,84.47
SRR5125347,54904014,46379777,84.47
SRR5125349,63175112,53441856,84.59
SRR5125350,63175112,53441856,84.59
SRR5125352,61760665,52363451,84.78
SRR5125353,61760665,52363451,84.78
SRR5125356,61699408,51761267,83.89
SRR5125357,61699408,51761267,83.89
SRR5125358,61300878,51868322,84.61
SRR5125359,61300878,51868322,84.61
SRR5125361,60790768,50842427,83.63
SRR5125362,60790768,50842427,83.63
SRR5125364,59147414,49918068,84.39
SRR5125365,59147414,49918068,84.39
SRR5125370,71051028,60051070,84.51
SRR5125371,71051028,60051070,84.51
SRR5125373,66332332,55900813,84.27
SRR5125374,66332332,55900813,84.27
SRR5125409,65784689,55707794,84.68
SRR5125410,65784689,55707794,84.68
SRR5125532,61421961,51759892,84.26
SRR5125533,61421961,51759892,84.26
SRR5125535,67923722,57360750,84.44
SRR5125536,67923722,57360750,84.44
SRR5125541,51970127,43500043,83.70
SRR5125542,51970127,43500043,83.70
SRR5125562,63447075,53488520,84.30
SRR5125563,63447075,53488520,84.30
SRR5125565,61012762,51767419,84.84
SRR5125566,61012762,51767419,84.84
SRR5125574,54429793,45423661,83.45
SRR5125575,54429793,45423661,83.45
SRR5125577,59285683,49169252,82.93
SRR5125578,59285683,49169252,82.93
SRR595926,61783980,52594252,85.12
SRR597927,53645586,47127409,87.84
SRR597977,58796673,33703427,57.32
SRR598009,63507285,46854151,73.77
SRR598124,55608656,39845873,71.65
SRR598196,51456351,45301173,88.03
SRR598253,66624119,53976301,81.01
SRR598276,46537556,30387543,65.29
SRR598332,58010435,45679800,78.74
SRR598396,46190844,30196890,65.37
SRR598428,65146587,55073840,84.53
SRR598533,68310028,56851596,83.22
SRR598638,52820471,42433019,80.33
SRR598671,45163430,34943575,77.37
SRR598768,47413249,41819384,88.20
SRR598862,55781264,39438859,70.70
SRR599192,85037542,57338371,67.42
SRR599225,52911614,47983842,90.68
SRR599448,46673323,31204507,66.85
SRR599486,38401715,28788744,74.96
SRR600348,51876180,45965049,88.60
SRR600361,44704825,39038601,87.32
SRR600385,63774672,50777905,79.62
SRR600445,57250450,46074283,80.47
SRR600533,76916484,45575128,59.25
SRR600560,55141646,47355937,85.88
SRR600608,59548920,52148756,87.57
SRR600724,104532840,37857001,36.21
SRR600754,43414514,35412435,81.56
SRR600876,51648548,31931724,61.82
SRR600957,55844316,48563903,86.96
SRR601006,57202230,45399642,79.36
SRR601098,55040562,46880575,85.17
SRR601122,63593923,54467752,85.64
SRR601169,75328275,61710173,81.92
SRR601201,62974067,50625336,80.39
SRR601287,54246234,43189240,79.61
SRR601500,53436255,45906774,85.90
SRR601669,31344946,22299598,71.14
SRR601755,65848193,56577552,85.92
SRR601787,108403745,49863451,45.99
SRR602131,181951974,24938929,13.70
SRR602169,55932234,45912133,82.08
SRR602193,50117973,42657795,85.11
SRR602271,43099604,32583621,75.60
SRR602314,48293406,39923541,82.66
SRR602365,47207772,33418503,70.79
SRR602516,50938455,46006962,90.31
SRR602540,59903163,45844593,76.53
SRR602598,49244814,32285621,65.56
SRR602622,49047276,39371326,80.27
SRR602704,63245401,47801235,75.58
SRR602728,55796674,35946782,64.42
SRR602808,53846838,31302239,58.13
SRR602839,57805882,39308105,68.00
SRR602871,50861630,43461671,85.45
SRR602927,59076138,37435253,63.36
SRR603068,53339811,33578372,62.95
SRR603333,58153195,34435783,59.21
SRR603397,48573187,38947286,80.18
SRR603534,65019520,52831216,81.25
SRR603596,46618216,36039524,77.30
SRR603658,45918560,34565222,75.27
SRR603752,53083600,45192213,85.13
SRR604026,45780084,36437361,79.59
SRR604050,53862430,32934670,61.14
SRR604074,60581238,52562925,86.76
SRR604098,59171879,50288068,84.98
SRR604146,31184121,28450638,91.23
SRR604262,77343516,66216789,85.61
SRR604318,68422510,53596575,78.33
SRR604366,57264005,41200966,71.94
SRR604456,44193493,39856139,90.18
SRR604528,48637984,39676307,81.57
SRR607091,84640025,49437272,58.40
SRR607141,61333567,50030871,81.57
SRR607311,31684729,24555263,77.49
SRR607337,68836479,57591683,83.66
SRR607406,92955826,36059794,38.79
SRR607445,64656662,52664387,81.45
SRR607478,54364880,47929970,88.16
SRR607538,53757645,36537289,67.96
SRR607611,111690271,46107068,41.28
SRR607775,180399016,25361106,14.05
SRR607887,50042313,41626794,83.18
SRR607935,52445710,35950796,68.54
SRR607967,32450679,29894458,92.12
SRR608002,47190415,40913424,86.69
SRR608174,68134292,58796175,86.29
SRR608230,101935122,50496691,49.53
SRR608368,59334313,50172937,84.55
SRR608456,56114792,43313664,77.18
SRR608574,45250740,29406370,64.98
SRR608598,58721135,45340759,77.21
SRR608662,69466503,55076468,79.28
SRR608718,54050729,38265161,70.79
SRR612311,48482802,40955070,84.47
SRR612380,43244299,36905134,85.34
SRR612407,47222952,21646752,45.83
SRR612419,47692187,41215688,86.42
SRR612443,43837503,38035092,86.76
SRR612455,32652462,24346979,74.56
SRR612563,57975154,27548342,47.51
SRR612575,55072754,14023540,25.46
SRR612623,35823474,30801084,85.98
SRR612731,49863924,21681900,43.48
SRR612899,50745602,30403104,59.91
SRR613042,44650478,34696595,77.70
SRR613090,50504888,32842420,65.02
SRR613114,53025518,17373338,32.76
SRR613270,47979703,28032655,58.42
SRR613354,41779632,19877859,47.57
SRR613366,37317043,29883465,80.07
SRR613438,47158132,34940232,74.09
SRR613474,44772397,17511418,39.11
SRR613498,54471469,46205395,84.82
SRR613579,45392840,39830335,87.74
SRR613627,50794464,39493425,77.75
SRR613735,47004300,20855543,44.36
SRR613747,55972928,33315067,59.51
SRR613807,48321422,20061481,41.51
SRR614071,53990159,35121532,65.05
SRR614083,54904696,32040109,58.35
SRR614155,58841810,30777832,52.30
SRR614310,43381380,37629581,86.74
SRR614323,55258739,39927377,72.25
SRR614383,57448220,42110370,73.30
SRR614443,42879280,35421530,82.60
SRR614455,55718751,44841007,80.47
SRR614479,59573047,27428944,46.04
SRR614515,48590390,24836172,51.11
SRR614539,40054811,18990063,47.41
SRR614563,51185973,44318273,86.58
SRR614647,52976545,31663732,59.76
SRR614742,50350015,8815968,17.50
SRR614802,37308969,23102778,61.92
SRR614814,60685162,33889082,55.84
SRR614900,50386307,30836667,61.20
SRR614924,28143817,7636798,27.13
SRR615020,45290498,24838364,54.84
SRR615096,41706758,15485456,37.12
SRR615141,59777557,31541840,52.76
SRR615213,54346093,18243890,33.56
SRR615249,53698904,31671323,58.97
SRR615467,52910977,33031415,62.42
SRR615515,52473725,18752441,35.73
SRR615599,51581371,33042373,64.05
SRR615731,37161656,13513441,36.36
SRR615766,51512760,18306892,35.53
SRR615838,33583295,24278820,72.29
SRR615934,40756038,28146383,69.06
SRR627299,30936005,17259655,55.79
SRR627421,25211765,11297752,44.81
SRR627425,32499997,16210662,49.87
SRR627429,39665115,28090610,70.81
SRR627433,29653186,17014508,57.37
SRR627449,32181002,23327727,72.48
SRR627451,34475292,24427188,70.85
SRR627453,25054027,13855623,55.30
SRR627455,43462132,30804535,70.87
SRR627462,36487822,25519344,69.93
SRR654874,44924424,30954076,68.90
SRR654886,41362296,29075456,70.29
SRR655111,90286739,78241386,86.65
SRR655134,64656646,50812635,78.58
SRR655146,81609558,66844481,81.90
SRR655218,75029782,60796674,81.03
SRR655375,97726090,82376098,84.29
SRR655435,47693297,37966711,79.60
SRR655555,85898952,76447558,88.99
SRR655590,19877223,7805029,39.26
SRR655649,87662862,77828011,88.78
SRR655684,41553678,37327664,89.82
SRR655864,67873267,54597666,80.44
SRR655923,67816621,43525246,64.18
SRR656167,37063551,24827572,66.98
SRR656179,62922321,55358579,87.97
SRR656493,49676176,20219852,40.70
SRR656516,55127529,22564779,40.93
SRR656552,26857984,11912016,44.35
SRR656564,66639884,37256203,55.90
SRR656745,92618061,83346895,89.98
SRR657127,51291541,36555948,71.27
SRR657151,56518672,47089662,83.31
SRR657325,84560985,74802917,88.46
SRR657348,62798974,53612395,85.37
SRR657587,80814075,66677564,82.50
SRR657635,86438953,75713084,87.59
SRR657683,32741375,28000077,85.51
SRR657731,69980479,55907633,79.89
SRR657754,81322822,57475205,70.67
SRR657777,39389338,27211723,69.08
SRR657891,44636569,36958641,82.79
SRR657915,49333096,44610313,90.42
SRR657973,60620705,49555531,81.74
SRR657997,39408482,35137190,89.16
SRR658129,82187066,72252529,87.91
SRR658188,33811667,26475739,78.30
SRR658247,46036768,28118601,61.07
SRR658307,49113650,43893618,89.37
SRR658645,41030930,33997447,82.85
SRR658813,88343566,74180013,83.96
SRR658977,47389626,33794290,71.31
SRR659013,52671342,30710013,58.30
SRR659121,57680177,51929235,90.02
SRR659187,91783845,76685496,83.55
SRR659235,61940057,50795188,82.00
SRR659331,55342351,45505015,82.22
SRR659412,51244013,44095285,86.04
SRR659472,38788377,23155351,59.69
SRR659484,80081200,70170387,87.62
SRR659555,70842559,62377488,88.05
SRR659602,87880967,75798118,86.25
SRR659625,45736561,34804616,76.09
SRR659673,102322356,54938079,53.69
SRR659780,75554857,41854183,55.39
SRR659899,47807605,40182973,84.05
SRR660007,35828350,12194468,34.03
SRR660091,58167317,52762070,90.70
SRR660103,45494012,40126030,88.20
SRR660330,72902681,55357876,75.93
SRR660498,37725326,17904588,47.46
SRR660626,60464117,52713759,87.18
SRR660638,79456807,61087303,76.88
SRR660661,30746254,20341894,66.16
SRR660733,48234601,27070486,56.12
SRR660812,62113043,54310093,87.43
SRR660895,65986081,54206638,82.14
SRR660933,54947938,49030745,89.23
SRR660945,44022467,33236323,75.49
SRR660969,58078330,47291346,81.42
SRR661005,100934538,57043241,56.51
SRR661133,46298503,12282552,26.52
SRR661179,38032257,29199424,76.77
SRR661255,50630138,43661701,86.23
SRR661290,87707311,74449924,84.88
SRR661325,72195583,63886867,88.49
SRR661349,52456867,42651597,81.30
SRR661433,31712275,22170011,69.90
SRR661445,70860796,55686842,78.58
SRR661723,58421786,50831471,87.00
SRR661779,74756075,30783077,41.17
SRR661818,51325075,34782997,67.76
SRR661925,35961967,31137606,86.58
SRR661973,74056024,64313268,86.84
SRR661995,46969498,38595940,82.17
SRR662007,27817407,15711813,56.48
SRR662091,54532034,48908688,89.68
SRR662138,40562515,32814938,80.89
SRR662233,72796327,59567436,81.82
SRR662342,57327246,32132334,56.05
SRR662534,48854704,41788017,85.53
SRR662546,47417491,38904720,82.04
SRR662570,95638401,72624417,75.93
SRR662689,70336356,50154423,71.30
SRR662725,105223699,62190933,59.10
SRR662799,41540226,37036765,89.15
SRR662871,72069974,63878319,88.63
SRR662978,59088750,43310454,73.29
SRR663261,79357942,59363891,74.80
SRR663320,85015960,75913305,89.29
SRR663453,56408853,49581126,87.89
SRR663633,41811555,30147620,72.10
SRR663681,48797615,43482572,89.10
SRR663693,58781934,37394468,63.61
SRR663753,73197063,64363442,87.93
SRR664048,33858754,27722350,81.87
SRR664819,78413674,61350538,78.23
SRR664842,52533232,47920574,91.21
SRR664854,64910059,54111315,83.36
SRR665241,51411096,10904655,21.21
SRR665298,27974665,16807328,60.08
SRR665334,93913322,76368617,81.31
SRR665393,36140401,29577242,81.83
SRR665502,53932097,42890830,79.52
SRR665563,84842662,76618750,90.30
SRR665670,62718194,54284099,86.55
SRR807591,69726773,59594737,85.46
SRR807657,61336829,51821380,84.48
SRR808614,62890776,55985039,89.01
SRR810319,65055387,54654869,84.01
SRR810571,59285683,49169252,82.93
SRR810877,63990733,48045022,75.08
SRR810957,51970127,43500043,83.70
SRR812012,53785681,47866272,88.99
SRR812436,57693635,52196148,90.47
SRR814563,58816415,52312083,88.94
SRR814967,61510287,52782124,85.81
SRR814989,53805786,47186672,87.69
SRR815232,69097887,58091444,84.07
SRR816292,63845988,52962612,82.95
SRR816721,60288863,53685030,89.04
SRR816770,54904014,46379777,84.47
SRR817190,44586606,35949378,80.62
SRR817258,68124290,61382165,90.10
SRR817629,48906817,43432346,88.80
SRR817658,56278313,46771922,83.10
SRR817686,61421961,51759892,84.26
SRR817715,71051028,60051070,84.51
SRR817751,68497278,60166262,87.83
SRR817758,52137317,42442351,81.40
SRR817775,62212813,52827852,84.91
SRR817797,57211505,49682877,86.84
SRR817832,59147414,49918068,84.39
SRR817856,67923722,57360750,84.44
SRR817880,79725474,67055136,84.10
SRR817905,63417813,54492038,85.92
SRR817927,68745145,58546993,85.16
SRR817978,61699408,51761267,83.89
SRR818033,65925982,55499577,84.18
SRR818057,54687074,48215023,88.16
SRR818086,62272713,51314223,82.40
SRR818110,61300878,51868322,84.61
SRR818146,61760665,52363451,84.78
SRR818188,60346268,51633946,85.56
SRR818210,71001394,57009603,80.29
SRR818270,85074305,75737556,89.02
SRR818348,63175112,53441856,84.59
SRR818396,67773296,57548613,84.91
SRR818418,108213279,90744376,83.85
SRR818469,60023609,50412482,83.98
SRR818971,71227434,59978202,84.20
SRR819134,50177362,40176370,80.06
SRR819346,59318962,48678957,82.06
SRR819370,55171819,45210428,81.94
SRR819534,64410895,54247526,84.22
SRR819793,60220666,50046366,83.10
SRR819946,102519913,79172513,77.22
SRR819999,61772347,52610254,85.16
SRR820078,66315295,55183906,83.21
SRR820107,66332332,55900813,84.27
SRR820133,61012762,51767419,84.84
SRR820157,68940814,58171616,84.37
SRR820209,63447075,53488520,84.30
SRR820256,67134874,56529622,84.20
SRR820292,57252600,47272084,82.56
SRR820379,55977418,47649718,85.12
SRR820468,65784689,55707794,84.68
SRR820518,57652353,48655555,84.39
SRR820623,101951408,91617165,89.86
SRR820883,60790768,50842427,83.63
SRR820962,48602807,40300532,82.91
SRR821019,54429793,45423661,83.45
SRR821434,44147944,39598810,89.69
SRR821468,69837659,59901943,85.77
SRR821549,57802497,51122661,88.44
SRR821581,57037654,50452460,88.45
SRR821602,74903800,45549394,60.81
SRR821626,58457667,52271045,89.41
SRR821690,94446403,78431181,83.04
