study_accession	sample_accession	experiment_accession	run_accession	tax_id	scientific_name	fastq_ftp	submitted_ftp	sra_ftp	sample_title	bam_ftp
PRJNA689664	SAMN17214177	SRX9789323	SRR13364882	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/082/SRR13364882/SRR13364882.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/082/SRR13364882	sample_output_PED_50_TR2	
PRJNA689664	SAMN17214164	SRX9789308	SRR13364897	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/097/SRR13364897/SRR13364897.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/097/SRR13364897	sample_output_PED_45_TR1	
PRJNA689664	SAMN17214157	SRX9789301	SRR13364904	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/004/SRR13364904/SRR13364904.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/004/SRR13364904	sample_output_PED_41_TR2	
PRJNA689664	SAMN17214176	SRX9789322	SRR13364883	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/083/SRR13364883/SRR13364883.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/083/SRR13364883	sample_output_PED_50_TR1	
PRJNA689664	SAMN17214168	SRX9789313	SRR13364892	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/092/SRR13364892/SRR13364892.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/092/SRR13364892	sample_output_PED_47_TR1	
PRJNA689664	SAMN17213787	SRX9789299	SRR13364906	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/006/SRR13364906/SRR13364906.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/006/SRR13364906	sample_output_Bead8-G11_TR2	
PRJNA689664	SAMN17214167	SRX9789312	SRR13364893	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/093/SRR13364893/SRR13364893.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/093/SRR13364893	sample_output_PED_46_TR2	
PRJNA689664	SAMN17214152	SRX9789295	SRR13364910	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/010/SRR13364910/SRR13364910.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/010/SRR13364910	sample_output_PED_3_TR1	
PRJNA689664	SAMN17214151	SRX9789294	SRR13364911	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/011/SRR13364911/SRR13364911.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/011/SRR13364911	sample_output_PED_39_TR2	
PRJNA689664	SAMN17214161	SRX9789305	SRR13364900	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/000/SRR13364900/SRR13364900.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/000/SRR13364900	sample_output_PED_43_TR2	
PRJNA689664	SAMN17214148	SRX9789291	SRR13364914	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/014/SRR13364914/SRR13364914.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/014/SRR13364914	sample_output_PED_38_TR1	
PRJNA689664	SAMN17214160	SRX9789304	SRR13364901	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/001/SRR13364901/SRR13364901.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/001/SRR13364901	sample_output_PED_43_TR1	
PRJNA689664	SAMN17214181	SRX9789327	SRR13364878	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/078/SRR13364878/SRR13364878.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/078/SRR13364878	sample_output_PED_52_TR2	
PRJNA689664	SAMN17213786	SRX9789288	SRR13364917	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/017/SRR13364917/SRR13364917.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/017/SRR13364917	sample_output_Bead8-G11_TR1	
PRJNA689664	SAMN17214158	SRX9789302	SRR13364903	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/003/SRR13364903/SRR13364903.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/003/SRR13364903	sample_output_PED_42_TR1	
PRJNA689664	SAMN17214180	SRX9789326	SRR13364879	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/079/SRR13364879/SRR13364879.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/079/SRR13364879	sample_output_PED_52_TR1	
PRJNA689664	SAMN17214144	SRX9789285	SRR13364920	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/020/SRR13364920/SRR13364920.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/020/SRR13364920	sample_output_PED_36_TR1	
PRJNA689664	SAMN17214156	SRX9789300	SRR13364905	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/005/SRR13364905/SRR13364905.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/005/SRR13364905	sample_output_PED_41_TR1	
PRJNA689664	SAMN17214178	SRX9789324	SRR13364881	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/081/SRR13364881/SRR13364881.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/081/SRR13364881	sample_output_PED_51_TR1	
PRJNA689664	SAMN17214142	SRX9789283	SRR13364922	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/022/SRR13364922/SRR13364922.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/022/SRR13364922	sample_output_PED_35_TR1	
PRJNA689664	SAMN17214150	SRX9789293	SRR13364912	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/012/SRR13364912/SRR13364912.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/012/SRR13364912	sample_output_PED_39_TR1	
PRJNA689664	SAMN17213789	SRX9789321	SRR13364884	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/084/SRR13364884/SRR13364884.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/084/SRR13364884	sample_output_Bead8-G12_TR2	
PRJNA689664	SAMN17213785	SRX9789276	SRR13364929	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/029/SRR13364929/SRR13364929.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/029/SRR13364929	sample_output_Bead7-G11_TR2	
PRJNA689664	SAMN17214149	SRX9789292	SRR13364913	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/013/SRR13364913/SRR13364913.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/013/SRR13364913	sample_output_PED_38_TR2	
PRJNA689664	SAMN17214135	SRX9789275	SRR13364930	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/030/SRR13364930/SRR13364930.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/030/SRR13364930	sample_output_PED_31_TR2	
PRJNA689664	SAMN17214175	SRX9789320	SRR13364885	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/085/SRR13364885/SRR13364885.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/085/SRR13364885	sample_output_PED_4_TR2	
PRJNA689664	SAMN17214146	SRX9789289	SRR13364916	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/016/SRR13364916/SRR13364916.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/016/SRR13364916	sample_output_PED_37_TR1	
PRJNA689664	SAMN17214132	SRX9789272	SRR13364933	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/033/SRR13364933/SRR13364933.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/033/SRR13364933	sample_output_PED_30_TR1	
PRJNA689664	SAMN17214174	SRX9789319	SRR13364886	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/086/SRR13364886/SRR13364886.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/086/SRR13364886	sample_output_PED_4_TR1	
PRJNA689664	SAMN17213750	SRX9789287	SRR13364918	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/018/SRR13364918/SRR13364918.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/018/SRR13364918	sample_output_BEAD3-C12_TR1	
PRJNA689664	SAMN17214129	SRX9789269	SRR13364936	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/036/SRR13364936/SRR13364936.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/036/SRR13364936	sample_output_PED_29_TR2	
PRJNA689664	SAMN17214169	SRX9789314	SRR13364891	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/091/SRR13364891/SRR13364891.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/091/SRR13364891	sample_output_PED_47_TR2	
PRJNA689664	SAMN17214140	SRX9789281	SRR13364924	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/024/SRR13364924/SRR13364924.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/024/SRR13364924	sample_output_PED_34_TR1	
PRJNA689664	SAMN17213784	SRX9789265	SRR13364940	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/040/SRR13364940/SRR13364940.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/040/SRR13364940	sample_output_Bead7-G11_TR1	
PRJNA689664	SAMN17214166	SRX9789311	SRR13364894	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/094/SRR13364894/SRR13364894.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/094/SRR13364894	sample_output_PED_46_TR1	
PRJNA689664	SAMN17214138	SRX9789279	SRR13364926	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/026/SRR13364926/SRR13364926.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/026/SRR13364926	sample_output_PED_33_TR1	
PRJNA689664	SAMN17214122	SRX9789261	SRR13364944	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/044/SRR13364944/SRR13364944.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/044/SRR13364944	sample_output_PED_26_TR1	
PRJNA689664	SAMN17214165	SRX9789309	SRR13364896	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/096/SRR13364896/SRR13364896.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/096/SRR13364896	sample_output_PED_45_TR2	
PRJNA689664	SAMN17214134	SRX9789274	SRR13364931	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/031/SRR13364931/SRR13364931.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/031/SRR13364931	sample_output_PED_31_TR1	
PRJNA689664	SAMN17214120	SRX9789259	SRR13364946	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/046/SRR13364946/SRR13364946.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/046/SRR13364946	sample_output_PED_25_TR1	
PRJNA689664	SAMN17214163	SRX9789307	SRR13364898	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/098/SRR13364898/SRR13364898.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/098/SRR13364898	sample_output_PED_44_TR2	
PRJNA689664	SAMN17214130	SRX9789270	SRR13364935	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/035/SRR13364935/SRR13364935.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/035/SRR13364935	sample_output_PED_2_TR1	
PRJNA689664	SAMN17214117	SRX9789256	SRR13364949	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/049/SRR13364949/SRR13364949.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/049/SRR13364949	sample_output_PED_23_TR2	
PRJNA689664	SAMN17214162	SRX9789306	SRR13364899	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/099/SRR13364899/SRR13364899.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/099/SRR13364899	sample_output_PED_44_TR1	
PRJNA689664	SAMN17214126	SRX9789266	SRR13364939	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/039/SRR13364939/SRR13364939.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/039/SRR13364939	sample_output_PED_28_TR1	
PRJNA689664	SAMN17213783	SRX9789254	SRR13364951	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/051/SRR13364951/SRR13364951.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/051/SRR13364951	sample_output_Bead7-F12_TR2	
PRJNA689664	SAMN17214159	SRX9789303	SRR13364902	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/002/SRR13364902/SRR13364902.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/002/SRR13364902	sample_output_PED_42_TR2	
PRJNA689664	SAMN17214124	SRX9789263	SRR13364942	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/042/SRR13364942/SRR13364942.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/042/SRR13364942	sample_output_PED_27_TR1	
PRJNA689664	SAMN17214115	SRX9789253	SRR13364952	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/052/SRR13364952/SRR13364952.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/052/SRR13364952	sample_output_PED_231_TR2	
PRJNA689664	SAMN17214155	SRX9789298	SRR13364907	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/007/SRR13364907/SRR13364907.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/007/SRR13364907	sample_output_PED_40_TR2	
PRJNA689664	SAMN17214123	SRX9789262	SRR13364943	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/043/SRR13364943/SRR13364943.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/043/SRR13364943	sample_output_PED_26_TR2	
PRJNA689664	SAMN17214112	SRX9789250	SRR13364955	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/055/SRR13364955/SRR13364955.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/055/SRR13364955	sample_output_PED_230_TR1	
PRJNA689664	SAMN17214154	SRX9789297	SRR13364908	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/008/SRR13364908/SRR13364908.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/008/SRR13364908	sample_output_PED_40_TR1	
PRJNA689664	SAMN17214111	SRX9789249	SRR13364956	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/056/SRR13364956/SRR13364956.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/056/SRR13364956	sample_output_PED_22_TR2	
PRJNA689664	SAMN17214121	SRX9789260	SRR13364945	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/045/SRR13364945/SRR13364945.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/045/SRR13364945	sample_output_PED_25_TR2	
PRJNA689664	SAMN17214153	SRX9789296	SRR13364909	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/009/SRR13364909/SRR13364909.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/009/SRR13364909	sample_output_PED_3_TR2	
PRJNA689664	SAMN17214110	SRX9789248	SRR13364957	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/057/SRR13364957/SRR13364957.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/057/SRR13364957	sample_output_PED_22_TR1	
PRJNA689664	SAMN17214119	SRX9789258	SRR13364947	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/047/SRR13364947/SRR13364947.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/047/SRR13364947	sample_output_PED_24_TR2	
PRJNA689664	SAMN17214147	SRX9789290	SRR13364915	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/015/SRR13364915/SRR13364915.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/015/SRR13364915	sample_output_PED_37_TR2	
PRJNA689664	SAMN17214108	SRX9789246	SRR13364959	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/059/SRR13364959/SRR13364959.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/059/SRR13364959	sample_output_PED_229_TR1	
PRJNA689664	SAMN17214114	SRX9789252	SRR13364953	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/053/SRR13364953/SRR13364953.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/053/SRR13364953	sample_output_PED_231_TR1	
PRJNA689664	SAMN17214145	SRX9789286	SRR13364919	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/019/SRR13364919/SRR13364919.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/019/SRR13364919	sample_output_PED_36_TR2	
PRJNA689664	SAMN17214106	SRX9789244	SRR13364961	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/061/SRR13364961/SRR13364961.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/061/SRR13364961	sample_output_PED_228_TR1	
PRJNA689664	SAMN17214109	SRX9789247	SRR13364958	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/058/SRR13364958/SRR13364958.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/058/SRR13364958	sample_output_PED_229_TR2	
PRJNA689664	SAMN17214143	SRX9789284	SRR13364921	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/021/SRR13364921/SRR13364921.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/021/SRR13364921	sample_output_PED_35_TR2	
PRJNA689664	SAMN17213782	SRX9789243	SRR13364962	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/062/SRR13364962/SRR13364962.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/062/SRR13364962	sample_output_Bead7-F12_TR1	
PRJNA689664	SAMN17214100	SRX9789237	SRR13364968	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/068/SRR13364968/SRR13364968.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/068/SRR13364968	sample_output_PED_225_TR1	
PRJNA689664	SAMN17214104	SRX9789241	SRR13364964	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/064/SRR13364964/SRR13364964.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/064/SRR13364964	sample_output_PED_227_TR1	
PRJNA689664	SAMN17214141	SRX9789282	SRR13364923	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/023/SRR13364923/SRR13364923.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/023/SRR13364923	sample_output_PED_34_TR2	
PRJNA689664	SAMN17214099	SRX9789236	SRR13364969	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/069/SRR13364969/SRR13364969.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/069/SRR13364969	sample_output_PED_224_TR2	
PRJNA689664	SAMN17214103	SRX9789240	SRR13364965	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/065/SRR13364965/SRR13364965.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/065/SRR13364965	sample_output_PED_226_TR2	
PRJNA689664	SAMN17214139	SRX9789280	SRR13364925	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/025/SRR13364925/SRR13364925.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/025/SRR13364925	sample_output_PED_33_TR2	
PRJNA689664	SAMN17214098	SRX9789235	SRR13364970	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/070/SRR13364970/SRR13364970.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/070/SRR13364970	sample_output_PED_224_TR1	
PRJNA689664	SAMN17214094	SRX9789230	SRR13364975	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/075/SRR13364975/SRR13364975.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/075/SRR13364975	sample_output_PED_222_TR1	
PRJNA689664	SAMN17214137	SRX9789278	SRR13364927	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/027/SRR13364927/SRR13364927.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/027/SRR13364927	sample_output_PED_32_TR2	
PRJNA689664	SAMN17214097	SRX9789234	SRR13364971	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/071/SRR13364971/SRR13364971.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/071/SRR13364971	sample_output_PED_223_TR2	
PRJNA689664	SAMN17214090	SRX9789226	SRR13364979	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/079/SRR13364979/SRR13364979.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/079/SRR13364979	sample_output_PED_220_TR1	
PRJNA689664	SAMN17214136	SRX9789277	SRR13364928	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/028/SRR13364928/SRR13364928.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/028/SRR13364928	sample_output_PED_32_TR1	
PRJNA689664	SAMN17214091	SRX9789227	SRR13364978	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/078/SRR13364978/SRR13364978.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/078/SRR13364978	sample_output_PED_220_TR2	
PRJNA689664	SAMN17214085	SRX9789220	SRR13364985	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/085/SRR13364985/SRR13364985.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/085/SRR13364985	sample_output_PED_218_TR2	
PRJNA689664	SAMN17214133	SRX9789273	SRR13364932	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/032/SRR13364932/SRR13364932.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/032/SRR13364932	sample_output_PED_30_TR2	
PRJNA689664	SAMN17214089	SRX9789225	SRR13364980	10760	Escherichia phage T7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR133/080/SRR13364980/SRR13364980.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR133/080/SRR13364980	sample_output_PED_21_TR2	
